Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Monterrey CH R64,L vs Galan Riveros,80% (8/10),0% (0/1),0/0,0/0,33% (1/3),0/2,0/1,- (0/0),- (0/0)
2019 Budapest CH R64,L vs Piros,38% (5/13),100% (1/1),0/0,0/0,50% (4/8),2/4,2/3,- (0/0),- (0/0)
2019 Koblenz CH R32,L vs Griekspoor,58% (7/12),33% (2/6),1/1,0/0,44% (4/9),1/3,0/1,- (0/0),- (0/0)
2019 Koblenz CH R64,W vs Barranco Cosano,92% (12/13),57% (4/7),2/2,1/1,67% (4/6),3/4,0/0,- (0/0),- (0/0)
2018 Drummondville CH R32,L vs Schnur,54% (7/13),20% (1/5),0/0,0/0,67% (6/9),2/4,2/3,40% (2/5),20% (1/5)
2018 Kyoto CH R16,L vs Kamke,50% (7/14),0% (0/2),0/0,0/0,50% (2/4),2/4,2/3,- (0/0),- (0/0)
2018 Kyoto CH R32,W vs Uchiyama,75% (15/20),100% (1/1),2/2,1/1,80% (4/5),0/1,0/0,80% (4/5),60% (3/5)
2018 Auckland Q1,L vs Sandgren,71% (12/17),0% (0/4),0/0,0/0,100% (4/4),1/3,0/1,73% (8/11),0% (0/11)
2017 Wroclaw CH F,L vs Melzer,67% (6/9),50% (1/2),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2017 Wroclaw CH SF,W vs Halys,79% (11/14),40% (2/5),2/7,1/4,0% (0/1),0/0,0/0,80% (4/5),60% (3/5)
2017 Wroclaw CH QF,W vs Basic,75% (9/12),33% (3/9),2/3,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2017 Wroclaw CH R16,W vs Lacko,67% (12/18),75% (3/4),2/3,1/1,0% (0/1),0/1,0/0,- (0/0),- (0/0)
2017 Wroclaw CH R32,W vs Golubev,61% (14/23),40% (2/5),2/4,1/1,0% (0/2),0/1,0/0,67% (4/6),50% (3/6)
2017 Budapest CH R32,L vs Basic,68% (13/19),60% (3/5),1/2,0/0,67% (8/12),3/5,2/3,56% (5/9),30% (3/10)
2017 Koblenz CH R16,L vs Jahn,100% (6/6),17% (1/6),0/0,0/0,50% (4/8),2/4,2/3,- (0/0),- (0/0)
2017 Koblenz CH R32,W vs Copil,90% (9/10),100% (3/3),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2016 Andria CH R32,L vs Arnaboldi,71% (10/14),67% (2/3),1/1,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2016 Toyota CH R32,L vs Lee,80% (16/20),50% (1/2),1/1,0/0,90% (9/10),0/2,0/1,60% (3/5),0% (0/5)
2016 Ortisei CH R32,L vs Basic,63% (15/24),100% (1/1),1/1,0/0,50% (1/2),2/4,1/2,50% (3/6),33% (2/6)
2016 Budapest CH R16,L vs De Schepper,53% (9/17),67% (2/3),1/2,0/0,64% (7/11),2/4,2/3,- (0/0),- (0/0)
2019 (4 matches),,66.7%,46.7%,100.0%,100.0%,50.0%,46.2%,40.0%,-,-
2018 (4 matches),,64.1%,16.7%,100.0%,100.0%,72.7%,41.7%,57.1%,66.7%,19.0%
2017 (8 matches),,72.1%,46.2%,52.4%,55.6%,53.8%,42.9%,62.5%,65.0%,42.9%
2016 (26 matches),,61.2%,40.2%,55.3%,60.0%,65.3%,48.7%,45.2%,59.0%,29.1%
2015 (24 matches),,69.1%,39.0%,55.9%,45.2%,64.1%,37.8%,23.1%,59.1%,34.1%
Career (138 matches),,64.7%,38.8%,55.3%,53.2%,64.6%,44.5%,40.6%,64.0%,30.9%
