Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,5,1,4,20.0%,3-9,25.0%,46-62,42.6%,0-0,-,5,69.1%,15.1%,5.4%,3.7%,57.0%,67.5%,46.4%,58.4%,30.1%,45.7%,0.72,R32 (Koblenz)
2018,3,1,2,33.3%,2-5,28.6%,32-41,43.8%,1-1,50.0%,3,82.9%,5.6%,9.3%,6.0%,58.9%,75.3%,44.1%,62.5%,24.6%,45.5%,0.66,R16 (Kyoto)
2017,9,5,4,55.6%,11-9,55.0%,102-99,50.7%,3-1,75.0%,9,78.6%,18.6%,18.7%,4.5%,60.4%,74.1%,51.8%,65.3%,34.2%,50.2%,0.99,F (Wroclaw)
2016,17,5,12,29.4%,17-28,37.8%,207-247,45.6%,5-5,50.0%,17,80.5%,10.8%,10.1%,4.4%,59.7%,72.7%,49.3%,63.3%,29.6%,47.4%,0.80,SF (Ilkley)
2015,26,13,13,50.0%,33-29,53.2%,310-299,50.9%,6-5,54.5%,26,78.6%,21.4%,10.7%,5.0%,63.1%,73.6%,48.6%,64.4%,36.0%,50.4%,1.01,W (Kyoto)
2014,14,8,6,57.1%,18-14,56.3%,164-161,50.5%,6-3,66.7%,14,84.1%,16.4%,8.5%,5.9%,57.7%,76.7%,50.3%,65.5%,34.9%,50.0%,1.01,F (Geneva)
2013,30,17,13,56.7%,36-28,56.3%,347-330,51.3%,12-10,54.5%,29,86.3%,13.9%,11.6%,3.7%,62.1%,76.8%,53.8%,68.1%,32.9%,50.5%,1.03,W (Bergamo)
2012,14,7,7,50.0%,16-15,51.6%,154-154,50.0%,3-3,50.0%,14,80.9%,18.7%,12.0%,4.3%,58.8%,77.0%,48.4%,65.2%,36.3%,50.6%,1.04,W (Toyota)
2011,19,8,11,42.1%,19-22,46.3%,205-200,50.6%,4-5,44.4%,19,81.2%,18.9%,11.1%,4.7%,59.3%,73.7%,51.4%,64.7%,34.7%,50.0%,0.98,SF (St. Brieuc)
2010,44,34,10,77.3%,70-29,70.7%,542-437,55.4%,18-4,81.8%,44,86.8%,21.9%,13.8%,4.7%,62.6%,77.6%,54.9%,69.1%,36.2%,52.4%,1.17,W (3x)
2009,15,9,6,60.0%,21-14,60.0%,186-156,54.4%,3-5,37.5%,0,,,,,,,,,,,,W (Helsinki)
2008,5,2,3,40.0%,4-8,33.3%,57-68,45.6%,0-3,0.0%,0,,,,,,,,,,,,QF (Poznan)
2007,27,14,13,51.9%,29-28,50.9%,284-279,50.4%,6-4,60.0%,0,,,,,,,,,,,,W (Wrexham)
2006,23,9,14,39.1%,23-30,43.4%,267-272,49.5%,6-7,46.2%,0,,,,,,,,,,,,QF (3x)
2005,13,4,9,30.8%,12-19,38.7%,135-162,45.5%,2-1,66.7%,0,,,,,,,,,,,,R16 (4x)
2004,9,5,4,55.6%,11-11,50.0%,107-106,50.2%,2-4,33.3%,0,,,,,,,,,,,,SF (Kish Island)
2003,3,1,2,33.3%,2-4,33.3%,23-32,41.8%,0-0,-,0,,,,,,,,,,,,R16 (Tumkur)
2002,2,0,2,0.0%,1-4,20.0%,25-30,45.5%,0-2,0.0%,0,,,,,,,,,,,,R32 (2x)
2001,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,R32 (Zabrze)
Career,279,143,136,51.3%,328-308,51.6%,3202-3148,50.4%,77-63,55.0%,180,82.7%,17.7%,11.7%,4.6%,60.9%,75.4%,51.3%,66.0%,34.3%,50.3%,1.01,
