Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2019,1346,3,,,,,,,,,,,,
2018,543,7,,,,,,,,,493,33,,
2018,543,7,,,,,,,,,493,33,,
2017,488,72,,,,,,,,,,,,
2016,428,96,219,1499,209,1452,229,1421,139,1506,1139,18,,
2015,193,256,146,1596,129,1571,186,1480,137,1512,448,135,,
2014,174,298,135,1620,117,1597,176,1504,130,1528,151,500,,
2013,66,730,83,1709,84,1656,142,1565,66,1632,574,90,,
2012,208,231,192,1535,186,1486,213,1460,162,1471,509,105,,
2011,306,145,203,1519,182,1497,218,1445,,,471,112,,
2010,86,590,118,1649,121,1581,144,1548,99,1551,432,125,,
2009,183,258,158,1596,174,1506,195,1501,,,895,28,,
2008,609,36,201,1524,201,1469,210,1476,132,1503,796,36,,
2007,256,158,194,1530,200,1472,193,1479,153,1476,303,179,,
2006,257,156,276,1408,275,1337,249,1392,,,191,301,,
2005,446,58,,,,,,,,,595,56,,
2004,339,92,,,,,,,,,430,93,,
2003,474,49,,,,,,,,,1380,6,,
2002,524,36,,,,,,,,,378,94,,
2001,1309,2,,,,,,,,,1278,6,,
