Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1978,,,49,1691,41,1589,40,1624,,,,,,
1977,,,35,1766,28,1636,26,1737,,,,,,
1976,,,10,1924,7,1792,17,1784,,,,,,
1975,,,9,1923,7,1801,18,1786,24,1708,,,,
1974,,,11,1918,12,1777,11,1883,20,1746,,,,
1973,,,7,2029,6,1907,7,1942,10,1848,,,,
1972,,,5,2143,4,2002,5,2045,7,1969,,,,
1971,,,9,2047,5,1902,8,1988,9,1921,,,,
1970,,,3,2162,3,2022,2,2091,4,2032,,,,
1969,,,3,2183,3,1993,2,2111,3,2049,,,,
1968,,,3,2168,5,1918,3,2102,4,2028,,,,
1967,,,3,2097,4,1850,3,2019,3,1967,,,,
1966,,,4,2060,7,1791,4,2021,5,1944,,,,
1965,,,2,2172,2,1935,2,2078,2,2050,,,,
1964,,,4,2096,5,1868,3,1987,3,1967,,,,
1963,,,7,1970,6,1802,8,1848,10,1833,,,,
1962,,,20,1796,10,1682,31,1643,21,1692,,,,
1961,,,12,1895,6,1777,25,1650,11,1804,,,,
1960,,,21,1788,16,1569,35,1580,19,1707,,,,
1959,,,31,1641,,,,,28,1574,,,,
