Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Championships,2,Grass,10,9,1,90.0%,0,0,0,-,1966,1967,W,0,,,,,,,,,,
Roland Garros,9,Clay,40,32,8,80.0%,0,0,0,-,1964,1978,W,0,,,,,,,,,,
Wimbledon,11,Grass,45,34,11,75.6%,0,0,0,-,1961,1975,SF,0,,,,,,,,,,
US Open,17,Hard,63,46,17,73.0%,6,4,2,66.7%,1959,1978,F,0,,,,,,,,,,
Wightman Cup,9,Grass,16,9,7,56.3%,0,0,0,-,1962,1970,W,0,,,,,,,,,,
Fed Cup,3,,11,10,1,90.9%,0,0,0,-,1964,1969,,0,,,,,,,,,,
Phoenix,10,Hard,36,31,5,86.1%,3,2,1,66.7%,1972,1975,W,0,,,,,,,,,,
Houston,9,Carpet,23,14,9,60.9%,2,1,1,50.0%,1955,1978,W,0,,,,,,,,,,
Indianapolis,7,Clay,32,28,4,87.5%,4,2,2,50.0%,1966,1977,W,0,,,,,,,,,,
San Francisco,7,Carpet,24,16,8,66.7%,4,3,1,75.0%,1970,1976,W,0,,,,,,,,,,
River Forest,6,Clay,24,21,3,87.5%,0,0,0,-,1957,1965,W,0,,,,,,,,,,
San Juan,6,Hard,23,21,2,91.3%,1,1,0,100.0%,1962,1972,W,0,,,,,,,,,,
