Date,Tournament,Surface,Rd,,Score
09-Jan-1967,Hobart,Grass,F,Judy Tegart / Tony Roche [AUS] d. Richey / Arthur Ashe [USA],12-10 6-1
11-Jan-1966,Hobart,Grass,F,Richey / Tom Okker [NED] d. Monique Salfati [ITA] / Owen Davidson [AUS],6-2 6-1
22-Jan-1962,Phoenix,Hard,F,Karen Susman / Rodney Susman [USA] d. Richey / Thorvald Moe [NOR],3-6 8-6 6-4
23-Jan-1961,Phoenix,Hard,F,Richey / Bill Hoogs Iv [USA] d. Darlene Hard / Jim Mcmanus [USA],6-3 4-6 6-3
29-Sep-1960,El Paso,,F,Richey / Dave Snyder [USA] d. Nancy Neeld / Paul Butt [USA],6-4 6-3
11-Jun-1959,San Antonio,,F,Richey / Ronnie Fisher [USA] d. Nancy Penson / Adam Lopez [USA],6-8 6-3 7-5
29-May-1958,Houston,Clay,F,Richey / Art Foust [USA] d. Mary Kay Mcfarland / Ronnie Fisher [USA],8-6 6-0
20-Nov-1957,Houston Fall,,F,Mary Kay Mcfarland / Ronnie Fisher [USA] d. Richey / Deedward Greer [USA],6-2 6-2
10-Jun-1957,Houston Sectional,,F,Richey / Ronnie Fisher [USA] d. Marilyn Montgomery / Paul Wilkins [USA],6-4 6-2
