Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,26,8,18,30.8%,23-41,35.9%,250-331,43.0%,5-4,55.6%,26,62.7%,23.3%,2.3%,7.1%,64.6%,61.6%,44.0%,55.4%,38.2%,47.0%,0.85
Clay,16,10,6,62.5%,22-12,64.7%,179-144,55.4%,2-1,66.7%,16,73.8%,37.4%,3.9%,5.4%,64.3%,65.2%,46.8%,58.7%,44.1%,51.7%,1.07
Grass,4,1,3,25.0%,2-6,25.0%,33-45,42.3%,1-1,50.0%,4,73.0%,12.8%,4.0%,5.2%,68.3%,64.0%,52.5%,60.3%,34.9%,47.5%,0.88
Grand Slams,7,3,4,42.9%,8-8,50.0%,77-81,48.7%,2-1,66.7%,7,71.1%,26.6%,2.7%,4.8%,64.9%,66.2%,45.7%,59.0%,39.2%,49.2%,0.95
Premiers,20,11,9,55.0%,21-22,48.8%,194-206,48.5%,4-3,57.1%,20,67.3%,30.3%,2.8%,7.3%,65.1%,63.5%,45.4%,57.2%,40.7%,49.1%,0.95
Internationals,3,0,3,0.0%,1-6,14.3%,20-37,35.1%,0-0,-,3,53.6%,17.2%,6.0%,8.0%,63.7%,53.1%,45.2%,50.2%,36.9%,43.8%,0.74
Finals,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,36.4%,40.0%,1.3%,7.7%,65.4%,49.0%,33.3%,43.6%,46.6%,44.9%,0.83
Semi-finals,2,1,1,50.0%,1-2,33.3%,14-16,46.7%,0-1,0.0%,2,77.8%,27.8%,3.5%,6.1%,67.8%,66.7%,51.4%,61.7%,39.3%,50.4%,1.03
Quarter-finals,2,2,0,100.0%,4-1,80.0%,27-19,58.7%,1-0,100.0%,2,77.3%,39.1%,2.7%,6.1%,69.4%,72.5%,37.8%,61.9%,45.2%,53.3%,1.19
vs Righties,41,15,26,36.6%,39-56,41.1%,406-475,46.1%,6-6,50.0%,41,66.0%,26.8%,2.8%,6.3%,64.5%,62.0%,45.3%,56.1%,39.5%,48.1%,0.90
vs Lefties,5,4,1,80.0%,8-3,72.7%,56-45,55.4%,2-0,100.0%,5,78.0%,30.6%,4.7%,7.3%,67.8%,72.6%,48.0%,64.7%,42.4%,53.0%,1.20
vs Top 10,6,1,5,16.7%,4-11,26.7%,61-82,42.7%,1-1,50.0%,6,60.0%,25.4%,1.7%,6.9%,65.1%,61.7%,36.0%,52.7%,38.3%,46.1%,0.81
