Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,2,9,18.2%,7-19,26.9%,104-142,42.3%,0-3,0.0%,11,66.1%,19.7%,2.6%,6.4%,66.2%,61.2%,45.4%,55.8%,35.4%,46.2%,0.80,R16 (WTA Charleston)
2025,53,27,26,50.9%,62-60,50.8%,561-579,49.2%,12-6,66.7%,53,69.6%,28.7%,2.8%,5.5%,66.6%,64.1%,46.9%,58.3%,40.6%,49.5%,0.97,F (Charleston)
2024,36,14,22,38.9%,34-49,41.0%,391-429,47.7%,2-10,16.7%,36,68.3%,28.3%,2.1%,4.5%,68.4%,62.8%,45.5%,57.4%,40.7%,49.2%,0.95,F (Tokyo)
2023,41,23,18,56.1%,50-44,53.2%,462-433,51.6%,5-8,38.5%,41,72.2%,31.5%,2.2%,4.0%,69.4%,63.6%,49.3%,59.3%,42.0%,50.6%,1.03,F (San Diego)
2022,17,4,13,23.5%,12-27,30.8%,167-218,43.4%,3-4,42.9%,17,63.7%,23.3%,2.1%,4.7%,68.6%,60.5%,45.2%,55.7%,37.5%,46.8%,0.85,QF (2x)
2021,21,11,10,52.4%,23-26,46.9%,231-242,48.8%,2-2,50.0%,21,64.3%,33.9%,2.4%,5.7%,64.4%,61.1%,45.2%,55.4%,42.5%,49.2%,0.95,QF (2x)
2020,33,24,9,72.7%,51-28,64.6%,408-340,54.5%,8-6,57.1%,33,74.9%,34.7%,2.8%,3.9%,68.7%,66.1%,47.1%,60.2%,43.0%,51.5%,1.08,W (2x)
2019,72,49,23,68.1%,105-63,62.5%,882-758,53.8%,13-8,61.9%,72,74.1%,34.0%,2.5%,5.2%,65.5%,66.2%,47.8%,59.8%,42.8%,51.4%,1.06,W (3x)
2018,33,17,16,51.5%,41-39,51.2%,370-371,49.9%,3-2,60.0%,33,65.9%,34.0%,2.2%,5.4%,65.8%,62.9%,45.8%,57.0%,42.7%,49.8%,0.99,SF (2x)
2017,6,3,3,50.0%,6-8,42.9%,70-76,47.9%,1-0,100.0%,6,62.9%,28.6%,1.7%,7.4%,63.6%,63.1%,43.0%,55.8%,43.1%,49.5%,0.98,R16 (Quebec City)
2016,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,55.6%,10.0%,0.0%,2.9%,72.9%,60.8%,21.1%,50.0%,35.7%,43.7%,0.71,R128 (US Open)
2015,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,-,-,2.2%,2.2%,51.1%,56.5%,40.9%,48.9%,19.5%,34.9%,0.38,R128 (US Open)
Career,325,174,151,53.5%,391-367,51.6%,3657-3612,50.3%,49-49,50.0%,325,70.1%,31.1%,2.4%,5.0%,66.9%,63.9%,46.7%,58.2%,41.6%,49.9%,0.99,
