Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Tokyo SF,L vs Bencic,0.0%,-,5.9%,72.7%,27.1%,15.0%,0.0%,25.6%,50.0%,2.2%,16.7%,40,24
2025 Tokyo QF,W vs Alexandrova,0.0%,-,5.2%,60.0%,15.8%,33.3%,0.0%,28.9%,60.0%,3.8%,16.7%,80,58
2025 Beijing R32,L vs Paolini,0.0%,-,5.0%,60.0%,3.6%,5.3%,0.0%,13.7%,27.3%,2.3%,0.0%,2,1
2025 Seoul R16,L vs Joint,0.0%,-,3.8%,100.0%,9.3%,28.6%,0.0%,11.4%,15.4%,2.9%,75.0%,178,157
2025 Montreal R64,L vs Mboko,0.0%,-,5.1%,50.0%,16.7%,20.0%,0.0%,22.2%,30.0%,7.4%,27.3%,88,27
2025 Wimbledon R64,L vs Bouzas Maneiro,0.0%,-,5.6%,62.5%,17.4%,11.8%,0.0%,25.8%,50.0%,8.4%,27.3%,74,47
2025 Roland Garros R128,W vs Gracheva,0.0%,-,5.6%,100.0%,32.5%,50.0%,0.0%,25.0%,33.3%,5.0%,66.7%,134,76
2025 Charleston F,L vs Pegula,0.0%,-,8.1%,81.8%,15.4%,36.8%,0.0%,14.3%,35.7%,4.6%,44.4%,184,128
2025 Charleston QF,W vs Kalinskaya,0.0%,-,7.3%,87.5%,22.5%,33.3%,0.0%,35.9%,63.6%,2.4%,33.3%,167,138
2025 Charleston R16,W vs Kasatkina,0.0%,-,3.9%,50.0%,20.0%,30.4%,0.0%,10.8%,28.1%,3.3%,66.7%,138,78
2025 Charleston R32,W vs Bencic,0.0%,-,2.8%,66.7%,15.9%,18.2%,0.0%,27.3%,69.2%,0.6%,100.0%,33,48
2025 Miami R64,L vs Gauff,0.0%,-,4.5%,33.3%,6.8%,9.1%,0.0%,3.0%,11.1%,4.3%,40.0%,97,62
2025 Dubai QF,L vs Rybakina,0.0%,-,4.9%,57.1%,20.0%,33.3%,0.0%,17.2%,31.3%,5.8%,40.0%,51,23
2025 Dubai R32,W vs Kostyuk,0.0%,-,3.6%,66.7%,14.9%,14.8%,0.0%,15.0%,20.0%,2.1%,0.0%,49,36
2025 Doha R32,W vs Parks,0.0%,-,3.0%,83.3%,9.1%,50.0%,0.0%,15.2%,57.1%,2.0%,50.0%,21,18
2025 Doha R64,W vs Krueger,0.0%,-,3.4%,75.0%,27.7%,41.7%,0.0%,20.5%,44.4%,6.7%,88.9%,119,69
2025 Australian Open R128,L vs Gauff,0.0%,-,2.2%,33.3%,9.2%,25.0%,0.0%,14.3%,15.4%,2.5%,40.0%,26,-11
2024 Tokyo F,L vs Zheng,0.0%,-,1.3%,50.0%,21.6%,31.3%,0.0%,23.0%,37.5%,3.7%,28.6%,70,22
2024 Tokyo SF,W vs Boulter,0.0%,-,4.1%,80.0%,17.7%,21.4%,0.0%,27.3%,60.0%,2.2%,75.0%,5,3
2024 Tokyo R32,W vs Wang,0.0%,-,5.0%,66.7%,25.6%,75.0%,0.0%,34.5%,60.0%,4.2%,66.7%,103,126
Last 52 Weeks (11 matches),,0.0%,-,5.4%,71.8%,17.7%,25.1%,0.0%,20.9%,42.2%,3.7%,36.8%,96,67
Career (116 matches),,0.0%,-,5.5%,69.7%,14.7%,26.6%,15.3%,14.0%,34.0%,2.7%,39.6%,50,38
