Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,241,129,112,53.5%,293-270,52.0%,2748-2712,50.3%,43-42,50.6%,241,70.7%,30.4%,2.5%,5.0%,67.2%,64.2%,46.6%,58.4%,41.2%,49.9%,0.99
Clay,59,31,28,52.5%,68-68,50.0%,637-625,50.5%,3-4,42.9%,59,66.2%,35.7%,2.2%,5.2%,64.9%,62.4%,45.9%,56.6%,43.8%,50.2%,1.01
Grass,25,14,11,56.0%,30-29,50.8%,272-275,49.7%,3-3,50.0%,25,73.0%,27.4%,2.5%,4.3%,68.7%,64.6%,49.8%,59.9%,40.0%,49.7%,1.00
Grand Slams,71,41,30,57.7%,88-77,53.3%,821-771,51.6%,11-9,55.0%,71,72.2%,32.2%,1.9%,4.5%,68.4%,64.5%,47.1%,59.0%,42.1%,50.5%,1.03
Premiers,109,55,54,50.5%,119-128,48.2%,1157-1214,48.8%,20-17,54.1%,109,68.5%,29.4%,2.4%,5.5%,66.0%,62.9%,46.2%,57.2%,40.8%,49.2%,0.95
Internationals,74,48,26,64.9%,106-71,59.9%,901-797,53.1%,8-11,42.1%,74,73.3%,33.6%,3.3%,4.8%,67.7%,65.5%,47.9%,59.8%,42.4%,51.1%,1.05
Finals,10,5,5,50.0%,12-14,46.2%,131-122,51.8%,1-3,25.0%,10,72.4%,32.5%,3.1%,4.1%,68.7%,63.4%,45.8%,57.9%,41.2%,50.0%,0.98
Semi-finals,17,10,7,58.8%,22-19,53.7%,214-208,50.7%,4-3,57.1%,17,73.5%,28.4%,1.8%,5.0%,67.2%,64.7%,50.7%,60.1%,40.1%,50.2%,1.01
Quarter-finals,26,17,9,65.4%,37-26,58.7%,304-276,52.4%,2-3,40.0%,26,72.7%,33.0%,3.6%,5.1%,67.7%,66.7%,44.0%,59.4%,41.9%,50.7%,1.03
vs Righties,299,158,141,52.8%,356-343,50.9%,3365-3342,50.2%,44-47,48.4%,299,70.0%,30.9%,2.4%,4.9%,66.9%,63.9%,46.6%,58.2%,41.5%,49.9%,0.99
vs Lefties,23,14,9,60.9%,30-21,58.8%,248-231,51.8%,5-1,83.3%,23,70.8%,32.1%,3.1%,6.3%,66.7%,64.7%,47.7%,59.1%,42.0%,50.6%,1.03
vs Top 10,45,14,31,31.1%,38-68,35.8%,465-571,44.9%,8-11,42.1%,45,67.7%,22.7%,1.8%,4.8%,65.7%,63.4%,44.8%,57.0%,37.4%,47.5%,0.87
