Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Tokyo SF,L vs Bencic,67.0%,44.3%,8.8%,2/6,2.36,14.7%,68.9%,38.1%,8.2%,2.41,18.5%,70.4%,57.9%,11.1%,2.25,4.8%
2025 Tokyo QF,W vs Alexandrova,73.7%,58.6%,6.3%,1/5,2.49,2.6%,72.2%,50.0%,4.2%,2.57,3.6%,90.0%,83.3%,15.0%,2.26,0.0%
2025 Beijing R32,L vs Paolini,74.6%,43.2%,3.4%,1/1,2.38,0.0%,74.5%,40.0%,2.1%,2.48,0.0%,100.0%,55.6%,11.1%,2.14,0.0%
2025 Seoul R16,L vs Joint,56.5%,50.0%,4.3%,0/2,2.41,9.3%,54.8%,52.9%,0.0%,2.48,16.0%,64.3%,44.4%,14.3%,2.32,0.0%
2025 Montreal R64,L vs Mboko,55.7%,52.9%,8.2%,3/2,2.17,6.5%,51.3%,35.0%,10.3%,2.23,10.0%,73.7%,78.6%,5.3%,2.05,0.0%
2025 Wimbledon R64,L vs Bouzas Maneiro,47.3%,62.9%,10.8%,3/5,2.78,22.9%,43.5%,50.0%,10.9%,2.83,26.3%,65.2%,80.0%,13.0%,2.58,10.0%
2025 Roland Garros R128,W vs Gracheva,75.0%,72.2%,16.7%,4/4,2.69,2.1%,80.6%,76.0%,12.9%,2.78,2.9%,78.6%,63.6%,28.6%,2.45,0.0%
2025 Charleston F,L vs Pegula,72.4%,59.5%,3.4%,0/2,2.91,8.2%,70.6%,58.3%,2.9%,2.78,12.2%,81.8%,61.1%,4.5%,3.19,0.0%
2025 Charleston QF,W vs Kalinskaya,61.7%,64.9%,3.3%,1/1,2.39,19.4%,61.5%,66.7%,2.6%,2.46,23.8%,68.4%,61.5%,5.3%,2.24,10.0%
2025 Charleston R16,W vs Kasatkina,71.2%,48.9%,0.0%,0/0,2.42,9.7%,69.2%,44.4%,0.0%,2.34,12.2%,90.9%,55.0%,0.0%,2.57,4.3%
2025 Charleston R32,W vs Bencic,72.1%,71.0%,9.3%,3/1,2.67,6.8%,68.0%,52.9%,12.0%,2.67,8.8%,93.3%,92.9%,6.7%,2.65,0.0%
2025 Miami R64,L vs Gauff,68.6%,33.3%,8.6%,1/2,1.91,3.8%,66.7%,25.0%,4.2%,2.07,6.3%,88.9%,50.0%,22.2%,1.63,0.0%
2025 Dubai QF,L vs Rybakina,54.2%,48.7%,9.7%,2/5,2.73,7.5%,47.9%,47.8%,8.3%,2.70,9.5%,76.2%,50.0%,14.3%,2.84,0.0%
2025 Dubai R32,W vs Kostyuk,68.6%,42.0%,2.5%,2/1,2.42,14.6%,70.1%,36.2%,0.0%,2.36,20.3%,82.9%,50.0%,7.3%,2.58,0.0%
2025 Doha R32,W vs Parks,59.6%,56.5%,17.3%,9/9,2.42,7.7%,64.9%,48.6%,21.1%,2.47,7.8%,78.1%,68.0%,18.8%,2.22,7.1%
2025 Doha R64,W vs Krueger,53.6%,50.0%,3.6%,1/1,2.28,17.8%,56.4%,50.0%,5.1%,2.24,21.1%,61.5%,50.0%,0.0%,2.49,0.0%
2025 Australian Open R128,L vs Gauff,55.4%,46.3%,9.5%,2/5,2.42,0.0%,59.6%,38.7%,7.7%,2.45,0.0%,76.9%,70.0%,23.1%,2.32,0.0%
2024 Tokyo F,L vs Zheng,47.8%,45.5%,7.2%,2/3,2.41,1.6%,24.4%,30.0%,4.9%,2.20,2.2%,88.5%,52.2%,11.5%,2.93,0.0%
2024 Tokyo SF,W vs Boulter,65.1%,46.3%,6.3%,2/2,2.47,24.4%,62.5%,40.0%,9.4%,2.45,30.3%,87.5%,52.4%,4.2%,2.54,8.3%
2024 Tokyo R32,W vs Wang,72.2%,57.7%,0.0%,0/0,2.60,10.3%,76.1%,48.6%,0.0%,2.51,12.5%,77.3%,76.5%,0.0%,3.02,0.0%
Last 52 Weeks (11 matches),,66.0%,56.2%,6.7%,38.3%,2.52,9.2%,65.3%,50.2%,5.8%,2.55,12.1%,78.4%,67.5%,9.8%,2.44,2.3%
Career (116 matches),,66.1%,54.0%,5.2%,41.5%,2.49,11.7%,64.9%,50.4%,4.6%,2.47,14.3%,80.0%,59.7%,7.3%,2.53,6.0%
