Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Tokyo SF,L vs Bencic,15.8%,38.9%,60.0%,16.9%,40.0%,59.3%,50.0%,48.5%,66.7%,16.0%,44.0%,61.9%,22.2%,37.5%,33.3%,35
2025 Tokyo QF,W vs Alexandrova,15.3%,29.6%,53.2%,20.0%,37.1%,60.7%,40.6%,63.2%,66.7%,4.5%,13.6%,33.3%,20.0%,75.0%,100.0%,-77
2025 Beijing R32,L vs Paolini,16.7%,19.0%,34.4%,18.5%,22.2%,36.4%,30.8%,50.0%,33.3%,16.7%,16.7%,30.0%,40.0%,28.6%,25.0%,35
2025 Seoul R16,L vs Joint,13.8%,24.1%,44.2%,19.4%,35.5%,56.0%,66.7%,25.0%,33.3%,10.0%,15.0%,27.8%,0.0%,54.5%,100.0%,-33
2025 Montreal R64,L vs Mboko,16.1%,33.9%,41.3%,16.7%,38.9%,46.7%,61.1%,55.6%,50.0%,15.8%,26.3%,31.3%,20.0%,44.4%,100.0%,-43
2025 Wimbledon R64,L vs Bouzas Maneiro,30.0%,41.4%,37.5%,28.3%,39.6%,36.8%,47.4%,67.6%,55.6%,37.5%,50.0%,40.0%,0.0%,40.0%,100.0%,-33
2025 Roland Garros R128,W vs Gracheva,15.0%,33.3%,52.1%,18.6%,44.2%,62.9%,52.2%,70.0%,71.4%,7.1%,7.1%,23.1%,0.0%,33.3%,-,-51
2025 Charleston F,L vs Pegula,14.1%,23.1%,37.7%,18.0%,30.0%,39.0%,41.7%,38.5%,37.5%,9.1%,13.6%,35.0%,0.0%,45.5%,66.7%,-36
2025 Charleston QF,W vs Kalinskaya,30.6%,44.9%,64.5%,34.4%,50.0%,71.4%,61.5%,57.9%,100.0%,28.6%,42.9%,50.0%,0.0%,14.3%,-,109
2025 Charleston R16,W vs Kasatkina,11.6%,29.1%,58.3%,9.3%,29.6%,57.1%,50.0%,56.3%,83.3%,17.9%,32.1%,60.9%,7.1%,28.6%,0.0%,47
2025 Charleston R32,W vs Bencic,26.6%,37.5%,50.0%,20.9%,34.9%,50.0%,47.6%,50.0%,50.0%,44.4%,50.0%,50.0%,14.3%,45.5%,100.0%,68
2025 Miami R64,L vs Gauff,9.4%,9.4%,18.5%,15.0%,15.0%,17.6%,20.0%,30.0%,0.0%,0.0%,0.0%,20.0%,12.5%,100.0%,100.0%,-119
2025 Dubai QF,L vs Rybakina,23.9%,36.6%,45.3%,23.6%,38.2%,50.0%,48.1%,60.7%,66.7%,26.7%,33.3%,27.3%,50.0%,27.3%,-,-28
2025 Dubai R32,W vs Kostyuk,21.7%,31.8%,53.6%,23.1%,37.4%,55.7%,47.1%,54.4%,50.0%,20.6%,20.6%,48.1%,18.8%,33.3%,0.0%,23
2025 Doha R32,W vs Parks,32.3%,38.4%,30.8%,32.9%,38.2%,33.3%,67.7%,53.3%,42.9%,33.3%,42.9%,21.4%,30.8%,62.5%,-,1
2025 Doha R64,W vs Krueger,21.7%,41.7%,68.9%,20.8%,43.8%,71.1%,52.6%,55.2%,50.0%,30.0%,40.0%,57.1%,28.6%,33.3%,-,97
2025 Australian Open R128,L vs Gauff,18.3%,26.7%,40.8%,15.9%,25.0%,40.5%,50.0%,46.2%,42.9%,25.0%,31.3%,41.7%,50.0%,66.7%,-,-104
2024 Tokyo F,L vs Zheng,17.5%,33.8%,57.1%,22.4%,39.7%,53.3%,66.7%,47.1%,66.7%,5.3%,21.1%,66.7%,33.3%,40.0%,-,-66
2024 Tokyo SF,W vs Boulter,23.7%,40.7%,60.0%,23.3%,41.9%,63.6%,50.0%,57.1%,33.3%,25.0%,37.5%,50.0%,25.0%,58.3%,-,-104
2024 Tokyo R32,W vs Wang,33.3%,50.0%,72.4%,33.3%,52.8%,75.0%,60.0%,33.3%,100.0%,44.4%,55.6%,60.0%,40.0%,50.0%,-,197
Last 52 Weeks (11 matches),,18.1%,32.4%,49.4%,19.6%,36.7%,52.8%,49.1%,54.4%,55.9%,18.1%,28.6%,41.3%,10.2%,42.0%,61.9%,55
Career (116 matches),,20.3%,30.7%,50.0%,23.0%,35.4%,52.2%,46.9%,45.9%,44.4%,17.4%,25.2%,45.1%,6.4%,58.2%,71.4%,51
