Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,206,89,117,43.2%,201-255,44.1%,2006-2193,47.8%,20-17,54.1%,28,-,-,2.0%,4.6%,67.5%,55.9%,40.4%,50.8%,41.8%,46.4%,0.85
Clay,113,58,55,51.3%,133-119,52.8%,1164-1072,52.1%,11-10,52.4%,7,-,-,1.4%,5.8%,61.8%,49.8%,41.8%,46.8%,43.5%,45.0%,0.82
Grass,50,27,23,54.0%,60-56,51.7%,534-535,50.0%,4-5,44.4%,6,-,-,2.7%,1.9%,69.0%,57.0%,39.8%,51.6%,42.6%,47.0%,0.88
Carpet,36,17,19,47.2%,38-41,48.1%,368-375,49.5%,3-6,33.3%,0,,,,,,,,,,,
Grand Slams,52,20,32,38.5%,50-66,43.1%,498-566,46.8%,5-4,55.6%,10,-,-,2.9%,4.0%,67.8%,59.2%,42.3%,53.8%,43.3%,48.6%,0.94
Premiers,121,52,69,43.0%,122-157,43.7%,1268-1356,48.3%,11-16,40.7%,14,-,-,1.9%,5.0%,69.0%,53.9%,38.9%,49.2%,42.1%,45.6%,0.83
Internationals,93,46,47,49.5%,102-105,49.3%,929-963,49.1%,10-7,58.8%,17,-,-,1.6%,4.3%,64.3%,53.3%,40.8%,48.8%,41.7%,45.2%,0.81
Finals,4,2,2,50.0%,6-4,60.0%,45-44,50.6%,0-0,-,0,,,,,,,,,,,
Semi-finals,8,4,4,50.0%,8-9,47.1%,74-80,48.1%,1-1,50.0%,0,,,,,,,,,,,
Quarter-finals,29,8,21,27.6%,20-46,30.3%,247-347,41.6%,3-1,75.0%,1,-,-,0.0%,6.8%,61.0%,50.0%,34.8%,44.1%,38.3%,41.2%,0.69
vs Righties,355,159,196,44.8%,358-430,45.4%,3495-3734,48.3%,33-36,47.8%,38,-,-,2.1%,4.6%,66.9%,55.3%,39.5%,50.1%,42.3%,46.2%,0.85
vs Lefties,26,12,14,46.2%,32-29,52.5%,280-276,50.4%,4-1,80.0%,2,-,-,1.7%,2.6%,64.7%,57.3%,51.2%,55.2%,40.2%,48.4%,0.90
vs Top 10,34,11,23,32.4%,21-51,29.2%,263-369,41.6%,0-1,0.0%,2,-,-,1.0%,2.0%,66.3%,55.4%,42.4%,51.0%,34.5%,42.1%,0.70
