Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,4,3,1,75.0%,1997,2011,R64,9,1.09,2.5%,4.1%,65.5%,60.8%,46.4%,55.9%,48.1%,50.7%,55.7%
Roland Garros,11,Clay,18,7,11,38.9%,3,2,1,66.7%,1996,2011,R32,3,0.81,2.4%,3.9%,67.8%,51.1%,42.4%,48.3%,41.7%,37.9%,61.1%
Wimbledon,11,Grass,25,14,11,56.0%,6,4,2,66.7%,1996,2011,R32,2,1.07,5.1%,1.9%,71.8%,66.1%,38.6%,58.3%,44.7%,42.9%,42.9%
US Open,14,Hard,30,16,14,53.3%,9,4,5,44.4%,1996,2011,R64,2,0.90,1.7%,8.5%,68.5%,62.1%,39.2%,54.9%,40.5%,67.7%,37.5%
Olympics,2,,3,1,2,33.3%,0,0,0,-,2000,2004,R32,0,,,,,,,,,,
Fed Cup,20,,74,45,29,60.8%,10,5,5,50.0%,1991,2014,,0,,,,,,,,,,
Luxembourg,12,Hard,21,8,13,38.1%,3,2,1,66.7%,1997,2011,R16,7,0.88,3.3%,7.0%,64.3%,64.0%,35.9%,54.0%,40.7%,47.4%,36.0%
Auckland,9,Hard,24,14,10,58.3%,4,3,1,75.0%,1998,2011,W,0,,,,,,,,,,
Birmingham,9,Grass,22,12,10,54.5%,5,3,2,60.0%,1996,2007,QF,4,0.76,1.0%,1.9%,66.8%,49.6%,40.6%,46.6%,40.7%,52.5%,40.9%
San Diego,8,Hard,18,10,8,55.6%,3,3,0,100.0%,1995,2007,R16,2,0.93,1.4%,2.4%,79.7%,55.0%,34.9%,50.9%,45.6%,58.6%,61.1%
Eastbourne,7,Grass,16,9,7,56.3%,2,0,2,0.0%,1998,2007,SF,0,,,,,,,,,,
Miami,7,Hard,14,7,7,50.0%,3,2,1,66.7%,2000,2008,R16,0,,,,,,,,,,
