Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2013,5,1,4,20.0%,2-8,20.0%,27-54,33.3%,0-0,-,0,,,,,,,,,,,,R16 (Edgbaston 25K)
2012,10,3,7,30.0%,6-15,28.6%,73-110,39.9%,0-3,0.0%,0,,,,,,,,,,,,QF (Clermond Ferrand 25K)
2011,24,7,17,29.2%,21-36,36.8%,228-293,43.8%,2-3,40.0%,0,,,,,,,,,,,,QF (2x)
2010,34,19,15,55.9%,45-35,56.3%,372-347,51.7%,2-3,40.0%,0,,,,,,,,,,,,F (2x)
2009,13,5,8,38.5%,10-18,35.7%,110-140,44.0%,0-1,0.0%,0,,,,,,,,,,,,SF (Bratislava 50K)
2008,1,0,1,0.0%,1-1,50.0%,10-11,47.6%,0-0,-,0,,,,,,,,,,,,R32 (Zagreb 75K)
2007,9,5,4,55.6%,10-9,52.6%,91-91,50.0%,1-2,33.3%,0,,,,,,,,,,,,SF (Kharkov 100K)
2006,15,6,9,40.0%,15-19,44.1%,140-165,45.9%,1-0,100.0%,0,,,,,,,,,,,,SF (Orange CA 50K)
2005,9,5,4,55.6%,11-11,50.0%,103-87,54.2%,0-1,0.0%,0,,,,,,,,,,,,SF (Bronx NY 50K)
2004,13,8,5,61.5%,17-12,58.6%,142-128,52.6%,1-1,50.0%,0,,,,,,,,,,,,F (Stockholm 1 25K)
2003,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Poitiers 50K)
1999,14,11,3,78.6%,20-8,71.4%,146-109,57.3%,3-1,75.0%,0,,,,,,,,,,,,W (Midland 25K)
1998,27,19,8,70.4%,37-20,64.9%,280-235,54.4%,3-0,100.0%,0,,,,,,,,,,,,W (Albuquerque 50K)
1997,12,6,6,50.0%,11-9,55.0%,92-86,51.7%,3-4,42.9%,0,,,,,,,,,,,,SF (Puchheim 25K)
1996,18,11,7,61.1%,22-12,64.7%,165-133,55.4%,3-4,42.9%,0,,,,,,,,,,,,SF (Bogota 50K)
1995,2,0,2,0.0%,1-3,25.0%,20-25,44.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
1994,34,26,8,76.5%,55-21,72.4%,402-255,61.2%,3-2,60.0%,0,,,,,,,,,,,,W (3x)
1993,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,0,,,,,,,,,,,,R32 (ITF Olivier)
1992,6,3,3,50.0%,6-7,46.2%,59-60,49.6%,0-0,-,0,,,,,,,,,,,,SF (ITF Varna)
Career,248,135,113,54.4%,290-248,53.9%,2472-2354,51.2%,22-27,44.9%,0,,,,,,,,,,,,
