Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
14,Helena Sukova [CZE],3,11,21.4%,4,0,4,0.0%,1982,1992,0,,,,,,,,,,
14,Pam Shriver [USA],2,12,14.3%,1,0,1,0.0%,1980,1991,0,,,,,,,,,,
13,Martina Navratilova [USA],0,13,0.0%,0,0,0,-,1979,1991,0,,,,,,,,,,
13,Rosalyn Fairbank [USA],8,5,61.5%,4,3,1,75.0%,1978,1990,0,,,,,,,,,,
11,Barbara Potter [USA],5,6,45.5%,7,3,4,42.9%,1980,1987,0,,,,,,,,,,
10,Zina Garrison [USA],4,6,40.0%,3,1,2,33.3%,1982,1993,0,,,,,,,,,,
9,Chris Evert [USA],0,9,0.0%,1,0,1,0.0%,1981,1987,0,,,,,,,,,,
9,Anne Hobbs [GBR],4,5,44.4%,1,1,0,100.0%,1976,1986,0,,,,,,,,,,
7,Raffaella Reggi Concato [ITA],3,4,42.9%,0,0,0,-,1983,1991,0,,,,,,,,,,
7,Anne Minter [AUS],4,3,57.1%,0,0,0,-,1981,1989,0,,,,,,,,,,
7,Hana Mandlikova [AUS],2,5,28.6%,3,2,1,66.7%,1981,1989,0,,,,,,,,,,
7,Steffi Graf [GER],4,3,57.1%,1,1,0,100.0%,1983,1988,0,,,,,,,,,,
7,Sylvia Hanika [GER],0,7,0.0%,1,0,1,0.0%,1978,1987,0,,,,,,,,,,
7,Claudia Kohde Kilsch [GER],2,5,28.6%,1,0,1,0.0%,1983,1986,0,,,,,,,,,,
6,Katerina Maleeva [BUL],2,4,33.3%,1,1,0,100.0%,1985,1991,0,,,,,,,,,,
