Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
08-May-1995,ITF Lee-On-Solent,Clay,F,340,443,(5) Karen Cross [GBR] d. (3) Durie,6-4 6-4,,,,,,,,
16-Jul-1990,Newport,Grass,F,127,7,(1) Arantxa Sanchez Vicario [ESP] d. Durie,7-6 4-6 7-5,,,,,,,,
21-Nov-1983,Sydney,Grass,F,,,(3) Durie d. (4) Kathy Jordan [USA],6-3 7-5,,,,,,,,
17-Oct-1983,Brighton,Carpet,F,,,(1) Chris Evert [USA] d. (4) Durie,6-1 6-1,,,,,,,,
22-Aug-1983,Mahwah,Hard,F,,,(6) Durie d. (2) Hana Mandlikova [AUS],2-6 7-5 6-4,,,,,,,,
22-Feb-1982,Greenville Futures,Carpet,F,,,Claudia Monteiro [BRA] d. (3) Durie,6-4 3-6 6-4,,,,,,,,
21-Apr-1981,Bournemouth 2,Clay,F,,,Durie d. Sophie Amiach [FRA],7-5 1-6 6-3,,,,,,,,
13-Apr-1981,Hampstead,,F,,,Durie d. Deborah Jevans [GBR],6-3 6-4,,,,,,,,
06-Apr-1981,Norwich,,F,,,Durie d. Amanda Brown [GBR],6-3 7-5,,,,,,,,
02-Jun-1980,Beckenham,Grass,F,,,Andrea Jaeger [USA] d. Durie,6-4 6-1,,,,,,,,
