Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,29,18,11,62.1%,6,5,1,83.3%,1981,1992,QF,0,,,,,,,,,,
Roland Garros,12,Clay,22,10,12,45.5%,3,3,0,100.0%,1980,1992,SF,0,,,,,,,,,,
Wimbledon,18,Grass,36,18,18,50.0%,6,2,4,33.3%,1977,1995,QF,0,,,,,,,,,,
US Open,14,Hard,30,16,14,53.3%,4,1,3,25.0%,1979,1993,SF,0,,,,,,,,,,
Wightman Cup,8,Carpet,16,2,14,12.5%,4,2,2,50.0%,1982,1989,W,0,,,,,,,,,,
Fed Cup,13,,28,12,16,42.9%,4,1,3,25.0%,1981,1994,,0,,,,,,,,,,
Brighton,18,Carpet,37,18,19,48.6%,5,2,3,40.0%,1978,1995,F,0,,,,,,,,,,
Eastbourne,17,Grass,39,22,17,56.4%,4,3,1,75.0%,1993,1995,SF,0,,,,,,,,,,
Birmingham,11,Grass,24,13,11,54.2%,3,1,2,33.3%,1982,1995,SF,0,,,,,,,,,,
Sydney,11,Hard,21,11,10,52.4%,3,1,2,33.3%,1981,1992,W,0,,,,,,,,,,
Key Biscayne,10,Hard,21,11,10,52.4%,7,5,2,71.4%,1985,1994,R16,0,,,,,,,,,,
Berlin,8,Clay,19,11,8,57.9%,3,2,1,66.7%,1981,1991,QF,0,,,,,,,,,,
