Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2023 Budapest F,L vs Timofeeva,5.6,5.1,6.1,60.7%,41.9%,32.4%,41.7%,57.2%,11.0%,-12.0,-6.4,-3.5,-2.6
2023 Roland Garros R128,L vs Danilovic,5.1,4.5,5.5,45.3%,38.5%,43.5%,53.3%,46.5%,15.3%,0.5,0.5,-1.5,-1.4
2023 Australian Open R32,L vs Ostapenko,3.6,3.9,3.2,53.0%,8.3%,10.0%,60.0%,44.9%,22.7%,-4.0,-7.5,-0.5,-0.9
2022 Andorra R16,L vs Bucsa,4.2,4.0,4.4,48.2%,29.4%,25.0%,44.4%,48.3%,10.1%,-3.5,-4.9,6.5,8.3
2022 Montevideo SF,L vs Shnaider,4.7,5.2,4.4,44.0%,42.1%,33.3%,40.0%,36.4%,15.0%,-1.5,-2.1,10.0,8.0
2022 Montevideo R16,W vs Fruhvirtova,4.9,4.3,5.3,52.2%,69.7%,50.0%,70.0%,52.3%,16.5%,16.5,16.2,13.0,15.5
2022 s Hertogenbosch R32,L vs Sabalenka,2.9,3.4,2.6,50.0%,32.1%,33.3%,0.0%,61.2%,30.8%,-10.0,-16.7,1.0,2.9
2021 Indian Wells R128,L vs Samsonova,3.4,3.7,3.1,53.5%,37.8%,42.9%,37.5%,55.8%,17.9%,-8.5,-7.8,4.5,6.1
2019 Charleston R32,L vs Sabalenka,3.9,4.3,3.5,51.1%,48.1%,56.3%,21.4%,48.1%,17.4%,-2.5,-2.2,-5.0,-4.5
2019 Indian Wells R32,L vs Halep,5.7,6.1,5.0,43.5%,52.1%,50.0%,40.6%,52.8%,21.5%,-2.0,-1.0,-0.5,-0.3
2019 Indian Wells R64,W vs Sasnovich,4.2,4.7,3.8,54.5%,37.8%,60.0%,58.3%,36.2%,16.7%,4.5,4.9,-4.0,-2.8
2019 Australian Open R128,L vs Hruncakova,4.2,4.7,3.6,44.7%,44.7%,52.0%,40.0%,54.6%,23.6%,17.0,11.3,-2.0,-2.0
2018 Roland Garros R64,L vs Siniakova,4.9,5.0,4.7,46.0%,37.7%,55.6%,47.6%,36.3%,15.1%,-1.0,-0.8,-11.5,-5.5
2018 Roland Garros R128,W vs Ostapenko,3.2,3.5,3.0,58.0%,56.8%,40.0%,40.0%,53.7%,27.3%,-1.0,-1.1,-1.0,-1.6
2018 Taipei F,L vs Babos,4.0,4.4,3.6,41.0%,36.1%,58.8%,28.6%,42.6%,21.9%,-3.0,-4.3,2.0,2.5
2017 Tashkent QF,L vs Sabalenka,3.0,3.1,2.9,51.1%,41.7%,42.9%,100.0%,53.8%,11.1%,9.5,9.0,5.0,5.4
2017 ITF Trnava QF,L vs Potapova,5.0,5.2,4.9,43.9%,34.8%,30.8%,41.2%,45.8%,18.6%,-9.0,-9.0,-10.5,-10.2
2016 Tashkent SF,L vs Pliskova,4.0,4.0,3.9,36.2%,42.5%,69.2%,66.7%,51.5%,24.0%,-1.0,-1.2,9.0,12.3
2016 St Petersburg R16,W vs Vesnina,4.7,4.3,5.0,50.8%,57.8%,45.0%,42.9%,46.5%,12.4%,5.5,4.5,-1.0,-0.8
2015 Dubai R64,W vs Watson,3.8,3.4,4.3,54.4%,62.1%,40.0%,54.5%,58.1%,11.4%,-7.5,-6.8,11.5,15.1
Career (20 matches),,4.2,4.4,4.1,49.5%,43.5%,45.3%,44.1%,48.8%,17.4%,-0.7,-0.6,1.1,1.1
