Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-08-25),1185,10,,,,,,,,,1503,10,,
2024,445,128,198,1537,182,1521,165,1519,200,1395,1501,10
2023,132,566,143,1609,139,1576,116,1591,158,1456,,
2022,99,631,111,1659,111,1613,85,1636,110,1509,,
2021,144,516,99,1694,101,1641,85,1650,114,1530,,
2020,106,718,,,,,,,,,286,281
2019,91,711,106,1693,116,1629,72,1673,133,1499,439,140
2018,98,625,124,1643,121,1606,102,1601,134,1486,237,296
2017,86,748,95,1714,97,1654,73,1668,103,1556,626,56
2016,102,649,91,1706,90,1660,81,1650,107,1544,,
2015,162,335,67,1767,69,1710,,,,,,
2014,140,393,134,1623,128,1577,121,1579,137,1468,236,236
2013,200,316,185,1547,178,1508,221,1398,165,1430,276,235
2012,181,343,211,1474,197,1455,,,,,146,516
2011,345,136,,,,,,,,,231,308
2010,379,111,,,,,,,,,323,183
2009,901,12,,,,,,,,,,
