Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Budapest F,L vs Timofeeva,0.0%,-,12.2%,61.1%,5.3%,7.5%,0.0%,3.6%,0.0%,1.1%,25.0%,-45,-42
2023 Roland Garros R128,L vs Danilovic,0.0%,-,6.8%,87.5%,5.7%,0.0%,0.0%,3.8%,10.0%,2.7%,57.1%,-80,-73
2023 Australian Open R32,L vs Ostapenko,0.0%,-,1.0%,0.0%,2.3%,8.3%,0.0%,6.7%,50.0%,1.5%,0.0%,-144,-137
2022 Andorra R16,L vs Bucsa,0.0%,-,3.7%,50.0%,6.1%,13.3%,0.0%,11.5%,27.3%,4.1%,28.6%,-102,-45
2022 Montevideo SF,L vs Shnaider,0.0%,-,6.1%,71.4%,10.0%,23.5%,16.7%,13.1%,8.3%,3.9%,11.1%,-21,-43
2022 Montevideo R16,W vs Fruhvirtova,0.0%,-,13.1%,71.4%,18.4%,21.4%,0.0%,19.3%,13.3%,4.2%,44.4%,-27,-18
2022 s Hertogenbosch R32,L vs Sabalenka,0.0%,-,2.4%,100.0%,7.1%,7.7%,100.0%,8.0%,0.0%,5.2%,28.6%,-29,-15
2021 Indian Wells R128,L vs Samsonova,0.0%,-,0.0%,0.0%,4.9%,13.0%,0.0%,7.1%,30.0%,2.3%,60.0%,-58,-29
2019 Charleston R32,L vs Sabalenka,0.0%,-,8.0%,85.7%,6.3%,0.0%,0.0%,7.4%,16.7%,2.6%,28.6%,-27,-37
2019 Indian Wells R32,L vs Halep,0.0%,-,7.3%,83.3%,7.5%,12.8%,0.0%,6.2%,18.2%,3.2%,38.5%,-22,-47
2019 Indian Wells R64,W vs Sasnovich,0.0%,-,5.7%,66.7%,9.6%,22.7%,0.0%,7.1%,12.5%,2.1%,16.7%,-51,-44
2019 Australian Open R128,L vs Hruncakova,0.0%,-,4.1%,62.5%,12.3%,14.9%,50.0%,6.3%,16.7%,0.6%,50.0%,-116,-90
2018 Roland Garros R64,L vs Siniakova,0.0%,-,9.6%,77.8%,10.9%,15.8%,0.0%,4.4%,4.8%,3.6%,50.0%,11,-8
2018 Roland Garros R128,W vs Ostapenko,0.0%,-,3.4%,80.0%,2.9%,6.3%,0.0%,6.3%,0.0%,5.3%,70.0%,-15,39
2018 Taipei F,L vs Babos,0.0%,-,13.2%,43.8%,7.1%,5.9%,0.0%,10.9%,33.3%,3.3%,66.7%,-34,-46
2017 Tashkent QF,L vs Sabalenka,0.0%,-,3.8%,62.5%,17.9%,18.5%,0.0%,12.5%,7.7%,1.7%,0.0%,-46,-27
2017 ITF Trnava QF,L vs Potapova,0.0%,-,12.7%,50.0%,5.2%,7.7%,0.0%,1.4%,0.0%,5.0%,16.7%,-38,-42
2016 Tashkent SF,L vs Pliskova,0.0%,-,4.6%,100.0%,12.5%,20.0%,25.0%,16.7%,25.0%,2.9%,33.3%,5,-28
2016 St Petersburg R16,W vs Vesnina,0.0%,-,9.0%,53.8%,11.2%,22.7%,0.0%,5.3%,25.0%,0.7%,0.0%,-40,-54
2015 Dubai R64,W vs Watson,0.0%,-,3.9%,40.0%,7.7%,14.3%,0.0%,12.9%,33.3%,1.0%,100.0%,-18,12
Career (20 matches),,0.0%,-,6.4%,67.2%,8.6%,12.7%,14.8%,7.8%,13.8%,2.7%,37.3%,-43,-39
