Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,116,46,70,39.7%,116-147,44.1%,1176-1247,48.5%,9-19,32.1%,109,63.3%,35.5%,2.7%,3.4%,67.9%,59.6%,45.5%,55.1%,43.3%,49.3%,0.96
Clay,54,26,28,48.1%,60-61,49.6%,547-594,47.9%,10-2,83.3%,53,43.9%,56.4%,1.1%,3.9%,72.3%,55.5%,41.7%,51.7%,48.3%,50.0%,1.00
Grass,15,4,11,26.7%,11-24,31.4%,136-188,42.0%,2-0,100.0%,15,58.5%,25.6%,2.4%,5.3%,66.6%,61.1%,40.3%,54.2%,40.9%,47.3%,0.89
Grand Slams,31,6,25,19.4%,21-49,30.0%,279-381,42.3%,5-3,62.5%,30,54.0%,30.3%,2.5%,4.6%,67.8%,56.0%,40.2%,50.9%,41.8%,46.5%,0.85
Premiers,14,6,8,42.9%,15-18,45.5%,153-160,48.9%,0-2,0.0%,14,60.4%,36.1%,2.0%,3.3%,67.4%,60.4%,44.4%,55.2%,43.7%,49.5%,0.98
Internationals,127,58,69,45.7%,138-149,48.1%,1299-1357,48.9%,16-15,51.6%,121,56.6%,45.0%,2.1%,3.6%,69.9%,58.6%,44.9%,54.4%,45.8%,50.1%,1.00
Finals,2,0,2,0.0%,1-4,20.0%,15-28,34.9%,0-0,-,2,52.4%,18.2%,2.8%,2.8%,70.2%,54.5%,47.6%,52.5%,35.2%,44.2%,0.74
Semi-finals,7,2,5,28.6%,5-10,33.3%,68-88,43.6%,1-1,50.0%,7,44.7%,42.3%,1.2%,5.0%,72.7%,52.8%,31.8%,47.1%,46.5%,46.8%,0.88
Quarter-finals,18,7,11,38.9%,19-24,44.2%,188-214,46.8%,3-1,75.0%,17,25.8%,81.1%,1.7%,4.1%,72.3%,54.9%,43.5%,51.7%,49.5%,50.6%,1.03
vs Righties,170,68,102,40.0%,169-217,43.8%,1697-1884,47.4%,19-19,50.0%,162,55.9%,41.2%,2.1%,3.7%,69.4%,58.0%,44.0%,53.7%,44.7%,49.2%,0.97
vs Lefties,12,5,7,41.7%,12-14,46.2%,122-127,49.0%,1-2,33.3%,12,62.9%,35.8%,3.2%,4.5%,66.4%,61.0%,43.7%,55.1%,43.9%,49.7%,0.98
vs Top 10,12,2,10,16.7%,7-19,26.9%,100-147,40.5%,1-1,50.0%,11,51.6%,30.1%,2.2%,3.2%,68.9%,55.2%,42.1%,51.2%,41.7%,46.5%,0.85
