Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
26-Aug-2024,US Open,Hard,R128,329,65,Elisabetta Cocciaretto [ITA] d. Baindl,6-3 6-0,0.61,0.0%,10.5%,65.8%,52.0%,15.4%,2/7,1:06
19-Aug-2024,Monterrey,Hard,Q2,308,318,Aleksandra Krunic [SRB] d. (8) Baindl,6-3 6-3,0.67,6.4%,6.4%,61.7%,65.5%,38.9%,3/7,1:10
19-Aug-2024,Monterrey,Hard,Q1,308,375,(8) Baindl d. Conny Perrin [SUI],6-3 6-0,1.71,2.1%,0.0%,72.3%,67.6%,61.5%,1/2,0:59
05-Aug-2024,Hamburg 125,Clay,R16,310,94,(4) Anna Bondar [HUN] d. Baindl,7-6(5) 6-3,0.77,0.0%,2.4%,81.2%,56.5%,62.5%,10/12,2:18
05-Aug-2024,Hamburg 125,Clay,R32,310,444,Baindl d. (WC) Carolina Kuhl [GER],6-3 6-2,1.25,2.2%,0.0%,73.3%,54.5%,58.3%,2/5,1:39
29-Jul-2024,W75 Cordenons,Clay,QF,271,282,Anouk Koevermans [NED] d. Baindl,7-5 6-4,,,,,,,,
29-Jul-2024,W75 Cordenons,Clay,R16,271,220,Baindl d. (5) Irina Bara [ROU],6-4 6-3,,,,,,,,
29-Jul-2024,W75 Cordenons,Clay,R32,271,322,Baindl d. Dalila Spiteri [ITA],6-3 4-6 7-5,,,,,,,,
22-Jul-2024,Warsaw 125,Hard,R32,270,311,(Q) Lina Glushko [ISR] d. (6) Baindl,6-2 7-5,0.67,4.3%,4.3%,61.7%,62.1%,44.4%,2/6,1:23
08-Jul-2024,Contrexeville 125,Clay,R16,184,81,(4) Lucia Bronzetti [ITA] d. Baindl,7-5 5-7 6-3,0.88,0.0%,4.0%,73.8%,53.8%,39.4%,9/18,3:22
08-Jul-2024,Contrexeville 125,Clay,R32,184,202,Baindl d. Carole Monnet [FRA],7-6(4) 6-1,1.32,1.4%,5.6%,70.8%,68.6%,52.4%,3/5,1:44
01-Jul-2024,Wimbledon,Grass,R128,184,72,Laura Siegemund [GER] d. Baindl,6-4 6-1,0.70,0.0%,2.0%,71.4%,51.4%,14.3%,2/8,1:34
17-Jun-2024,W100 Ilkley,Grass,R32,174,143,Jessika Ponchet [FRA] d. Baindl,6-2 6-3,,,,,,,,
10-Jun-2024,W100 Biarritz,Clay,R16,182,210,Sara Saito [JPN] d. (5) Baindl,6-4 6-3,,,,,,,,
10-Jun-2024,W100 Biarritz,Clay,R32,182,232,(5) Baindl d. Selena Janicijevic [FRA],6-2 6-1,,,,,,,,
03-Jun-2024,Makarska 125,Clay,R32,167,128,Lulu Sun [NZL] d. Baindl,6-1 2-6 6-2,0.75,0.0%,2.5%,70.9%,51.8%,30.4%,6/13,1:39
