Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,18,9,9,50.0%,22-22,50.0%,218-212,50.7%,3-3,50.0%,6,59.7%,36.4%,0.9%,3.3%,72.9%,57.1%,45.5%,54.0%,42.1%,48.2%,0.92,QF (3x)
2023,11,5,6,45.5%,13-10,56.5%,126-111,53.2%,2-3,40.0%,5,74.5%,33.3%,2.0%,4.1%,71.2%,62.0%,51.3%,58.9%,45.4%,51.8%,1.10,QF (2x)
2022,36,22,14,61.1%,47-35,57.3%,416-377,52.5%,8-5,61.5%,22,62.3%,40.2%,1.5%,3.2%,74.4%,56.1%,49.1%,54.3%,45.6%,50.1%,1.00,F (3x)
2021,11,6,5,54.5%,16-12,57.1%,138-130,51.5%,1-1,50.0%,6,53.4%,50.0%,1.6%,5.6%,59.6%,56.2%,47.3%,52.6%,49.8%,51.2%,1.05,QF (W60 Rancho Santa Fe CA)
2019,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,1,42.9%,0.0%,0.0%,4.7%,72.1%,58.1%,16.7%,46.5%,27.1%,36.3%,0.51,R64 (Indian Wells 125K)
2018,18,10,8,55.6%,21-19,52.5%,175-170,50.7%,1-1,50.0%,2,35.0%,30.0%,0.7%,6.8%,62.3%,49.5%,36.4%,44.5%,37.3%,41.4%,0.67,F (Toronto $60K)
2017,30,21,9,70.0%,41-23,64.1%,335-267,55.6%,4-5,44.4%,5,81.4%,56.5%,4.3%,0.7%,71.0%,64.3%,57.5%,62.3%,51.8%,56.6%,1.37,W (2x)
2016,10,7,3,70.0%,14-8,63.6%,112-96,53.8%,2-1,66.7%,0,,,,,,,,,,,,SF (Kreuzlingen $50K)
2015,9,6,3,66.7%,12-8,60.0%,104-89,53.9%,2-1,66.7%,0,,,,,,,,,,,,SF (Poitiers $100K)
2014,36,22,14,61.1%,51-33,60.7%,431-366,54.1%,5-3,62.5%,4,-,-,0.6%,2.1%,71.6%,54.1%,49.0%,52.7%,40.4%,46.9%,0.85,W (Versmold 50K)
2013,34,21,13,61.8%,43-32,57.3%,363-318,53.3%,5-2,71.4%,0,,,,,,,,,,,,F (2x)
2012,46,34,12,73.9%,72-37,66.1%,569-425,57.2%,4-4,50.0%,0,,,,,,,,,,,,W (3x)
2011,28,16,12,57.1%,36-28,56.3%,301-264,53.3%,3-2,60.0%,0,,,,,,,,,,,,SF (4x)
2010,21,11,10,52.4%,25-24,51.0%,237-230,50.7%,1-5,16.7%,0,,,,,,,,,,,,SF (3x)
2009,12,6,6,50.0%,13-13,50.0%,126-106,54.3%,0-3,0.0%,0,,,,,,,,,,,,QF (2x)
2008,1,0,1,0.0%,1-2,33.3%,15-13,53.6%,0-1,0.0%,0,,,,,,,,,,,,R32 (Kharkiv 10K)
Career,322,196,126,60.9%,427-308,58.1%,3669-3186,53.5%,41-40,50.6%,51,62.3%,40.9%,1.6%,3.5%,71.1%,57.1%,48.2%,54.5%,45.4%,50.0%,1.00,
