Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Budapest F,L vs Timofeeva,21.6%,24.3%,45.6%,23.7%,27.1%,42.2%,38.5%,90.9%,100.0%,14.3%,14.3%,58.3%,25.0%,83.3%,-,-23
2023 Roland Garros R128,L vs Danilovic,13.7%,19.6%,36.6%,16.7%,25.0%,40.0%,47.4%,23.5%,16.7%,8.3%,8.3%,27.3%,20.0%,14.3%,0.0%,-42
2023 Australian Open R32,L vs Ostapenko,24.6%,26.3%,26.2%,23.3%,25.6%,27.3%,21.7%,15.0%,40.0%,30.8%,30.8%,22.2%,0.0%,0.0%,0.0%,-18
2022 Andorra R16,L vs Bucsa,23.0%,29.5%,31.7%,28.3%,34.8%,33.3%,50.0%,45.8%,20.0%,11.1%,22.2%,25.0%,0.0%,0.0%,0.0%,-42
2022 Montevideo SF,L vs Shnaider,12.2%,18.4%,39.5%,11.8%,17.6%,40.0%,55.6%,43.8%,100.0%,13.3%,20.0%,38.5%,71.4%,0.0%,0.0%,-104
2022 Montevideo R16,W vs Fruhvirtova,20.0%,28.9%,55.9%,23.3%,33.3%,56.5%,61.5%,35.3%,50.0%,15.4%,23.1%,54.5%,33.3%,0.0%,0.0%,35
2022 s Hertogenbosch R32,L vs Sabalenka,28.6%,33.9%,28.2%,25.6%,33.3%,37.9%,31.6%,35.0%,25.0%,37.5%,37.5%,0.0%,12.5%,75.0%,75.0%,-33
2021 Indian Wells R128,L vs Samsonova,29.4%,34.1%,38.6%,40.0%,45.5%,45.5%,24.0%,40.0%,12.5%,11.1%,14.8%,29.2%,0.0%,44.4%,0.0%,-4
2019 Charleston R32,L vs Sabalenka,19.1%,22.5%,36.6%,21.4%,25.0%,40.9%,57.7%,43.3%,40.0%,15.6%,18.8%,29.6%,0.0%,81.3%,100.0%,-67
2019 Indian Wells R32,L vs Halep,6.2%,12.4%,47.7%,7.5%,13.4%,48.4%,28.1%,51.4%,54.5%,3.7%,11.1%,46.2%,0.0%,50.0%,100.0%,-80
2019 Indian Wells R64,W vs Sasnovich,17.9%,23.1%,41.3%,16.7%,23.3%,48.0%,11.1%,15.2%,20.0%,23.5%,23.5%,15.4%,0.0%,0.0%,0.0%,-37
2019 Australian Open R128,L vs Hruncakova,16.8%,21.8%,46.1%,22.7%,28.0%,46.6%,41.2%,26.8%,60.0%,8.8%,14.7%,45.2%,0.0%,46.7%,66.7%,-40
2018 Roland Garros R64,L vs Siniakova,14.1%,21.2%,39.0%,16.7%,26.4%,41.7%,44.8%,20.9%,0.0%,8.3%,8.3%,31.8%,0.0%,11.1%,0.0%,-33
2018 Roland Garros R128,W vs Ostapenko,29.9%,32.8%,39.0%,33.3%,35.7%,42.9%,22.2%,41.7%,66.7%,31.6%,36.8%,30.8%,11.1%,50.0%,100.0%,157
2018 Taipei F,L vs Babos,13.4%,22.4%,41.8%,21.4%,28.6%,39.4%,45.8%,50.0%,50.0%,0.0%,13.6%,45.5%,28.6%,40.0%,33.3%,-119
2017 Tashkent QF,L vs Sabalenka,23.1%,29.7%,43.9%,25.8%,32.3%,41.3%,30.8%,47.2%,25.0%,20.0%,28.0%,50.0%,0.0%,53.8%,75.0%,62
2017 ITF Trnava QF,L vs Potapova,23.9%,32.6%,34.3%,26.5%,32.4%,36.0%,20.0%,26.3%,22.2%,16.7%,33.3%,30.0%,0.0%,40.0%,0.0%,-104
2016 Tashkent SF,L vs Pliskova,15.5%,21.1%,43.1%,19.1%,27.7%,47.4%,41.7%,26.1%,25.0%,9.1%,9.1%,35.0%,11.1%,0.0%,0.0%,-23
2016 St Petersburg R16,W vs Vesnina,17.6%,24.3%,46.7%,18.5%,27.8%,50.0%,44.4%,44.4%,33.3%,15.8%,15.8%,37.5%,0.0%,27.3%,50.0%,-43
2015 Dubai R64,W vs Watson,32.8%,37.5%,53.7%,32.4%,38.2%,43.5%,21.4%,35.0%,0.0%,35.7%,39.3%,66.7%,0.0%,57.1%,50.0%,-23
Career (20 matches),,19.7%,25.3%,41.3%,22.3%,28.6%,42.9%,36.9%,38.4%,36.0%,16.0%,20.5%,37.8%,8.0%,37.7%,45.7%,37
