Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,8,1,7,12.5%,4-15,21.1%,65-102,38.9%,0-0,-,8,55.4%,22.6%,1.5%,4.8%,71.4%,56.6%,40.3%,51.9%,36.8%,44.6%,0.77
Grass,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,33.3%,25.0%,0.0%,2.0%,71.4%,51.4%,14.3%,40.8%,41.2%,41.0%,0.70
Grand Slams,3,0,3,0.0%,1-6,14.3%,21-39,35.0%,0-0,-,3,46.7%,23.3%,1.1%,5.0%,73.2%,55.0%,29.2%,48.0%,40.2%,43.9%,0.77
Internationals,5,1,4,20.0%,3-9,25.0%,43-63,40.6%,0-0,-,5,56.6%,24.5%,0.8%,4.5%,70.0%,56.3%,42.5%,52.1%,36.4%,44.7%,0.76
vs Righties,9,1,8,11.1%,4-17,19.0%,70-114,38.0%,0-0,-,9,53.3%,22.8%,1.4%,4.6%,71.4%,56.2%,38.1%,51.0%,37.2%,44.3%,0.76
vs Top 10,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,5.4%,3.6%,75.0%,59.5%,35.7%,53.6%,30.0%,42.5%,0.65
