Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,10,3,7,30.0%,4,1,3,25.0%,2016,2023,R32,9,0.95,4.7%,4.3%,68.6%,60.6%,42.7%,55.0%,42.8%,47.5%,44.0%
Roland Garros,11,Clay,19,8,11,42.1%,4,3,1,75.0%,2019,2024,R64,12,0.91,2.4%,3.1%,71.8%,51.6%,42.9%,49.1%,46.0%,41.0%,57.7%
Wimbledon,9,Grass,10,1,9,10.0%,2,1,1,50.0%,2013,2024,R128,7,0.77,1.1%,5.4%,69.1%,54.3%,31.3%,47.2%,40.5%,39.1%,36.0%
US Open,12,Hard,24,12,12,50.0%,6,4,2,66.7%,2013,2024,R64,18,0.90,1.6%,3.8%,67.8%,57.2%,44.2%,53.0%,42.4%,56.1%,45.6%
Fed Cup,2,,4,2,2,50.0%,0,0,0,-,2015,2019,,3,1.07,2.3%,5.2%,69.5%,55.4%,47.2%,52.9%,50.3%,42.9%,66.7%
Monterrey,2,Hard,3,1,2,33.3%,1,0,1,0.0%,2020,2024,R32,3,1.05,3.7%,2.1%,69.3%,61.8%,51.7%,58.7%,43.2%,42.1%,68.4%
Makarska 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2023,2024,QF,1,0.75,0.0%,2.5%,70.9%,51.8%,30.4%,45.6%,41.1%,46.2%,100.0%
Cluj Napoca,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2022,2023,R32,2,0.91,1.4%,3.2%,76.9%,52.4%,40.0%,49.5%,45.9%,53.1%,40.7%
Beijing,2,Hard,5,3,2,60.0%,0,0,0,-,2019,2023,R64,5,1.10,3.9%,4.7%,76.7%,63.2%,39.3%,57.6%,46.8%,57.9%,43.5%
Ningbo,2,Hard,3,1,2,33.3%,0,0,0,-,2014,2023,R16,3,0.77,0.9%,5.1%,64.4%,63.3%,41.6%,55.6%,34.0%,27.8%,81.8%
Guangzhou,4,Hard,7,3,4,42.9%,1,1,0,100.0%,2017,2023,QF,7,1.04,3.8%,2.8%,65.1%,59.4%,46.0%,54.7%,46.9%,54.4%,50.0%
