Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,0,0,0,-,2004,2013,R128,4,0.64,4.9%,6.0%,51.0%,67.9%,37.2%,52.9%,30.3%,39.0%,26.1%
Roland Garros,11,Clay,17,6,11,35.3%,7,4,3,57.1%,2003,2017,R16,13,0.93,3.5%,3.6%,60.5%,66.8%,49.2%,59.9%,37.2%,63.5%,40.8%
Wimbledon,8,Grass,9,1,8,11.1%,6,2,4,33.3%,2004,2017,R128,5,0.68,5.4%,3.8%,61.3%,64.9%,51.1%,59.5%,27.4%,67.2%,20.7%
US Open,6,Hard,7,1,6,14.3%,1,0,1,0.0%,2003,2012,R64,7,0.76,4.6%,6.1%,51.6%,66.4%,47.5%,57.3%,32.3%,48.7%,36.7%
Buenos Aires,9,Clay,18,9,9,50.0%,5,3,2,60.0%,2004,2017,QF,16,0.97,3.2%,6.2%,55.4%,67.9%,44.3%,57.4%,41.1%,62.8%,44.0%
Casablanca,7,Clay,14,7,7,50.0%,4,3,1,75.0%,2003,2011,SF,12,0.90,4.0%,4.5%,55.1%,67.5%,49.1%,59.2%,36.8%,53.8%,40.3%
Umag,7,Clay,11,4,7,36.4%,3,0,3,0.0%,2003,2011,R16,9,0.89,3.9%,5.5%,59.0%,65.6%,46.0%,57.6%,37.9%,62.6%,56.3%
Vina del Mar,6,Clay,16,10,6,62.5%,3,1,2,33.3%,2003,2014,SF,14,1.11,5.1%,2.8%,52.7%,70.2%,53.2%,62.2%,41.8%,57.3%,49.5%
Bucharest,6,Clay,13,7,6,53.8%,2,1,1,50.0%,2001,2009,QF,13,0.99,3.1%,2.7%,64.4%,66.5%,47.1%,59.6%,39.9%,57.6%,41.1%
Acapulco,6,Clay,11,5,6,45.5%,3,1,2,33.3%,2003,2013,QF,9,0.88,4.4%,7.7%,55.4%,67.8%,45.1%,57.7%,37.1%,60.5%,44.6%
