Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2014,3,0,3,0.0%,1-6,14.3%,23-38,37.7%,0-0,-,3,60.0%,16.1%,1.0%,5.7%,51.6%,61.6%,45.2%,53.6%,35.0%,44.5%,0.75,R32 (3x)
2013,7,2,5,28.6%,7-10,41.2%,78-82,48.8%,1-2,33.3%,7,78.2%,20.3%,6.1%,5.7%,54.2%,73.1%,47.4%,61.3%,35.4%,48.6%,0.92,QF (Houston)
2012,16,3,13,18.8%,11-31,26.2%,169-219,43.6%,0-4,0.0%,16,68.4%,19.4%,3.4%,6.5%,53.7%,66.2%,47.3%,57.4%,35.4%,46.8%,0.83,R16 (2x)
2011,20,5,15,25.0%,16-35,31.4%,214-283,43.1%,6-5,54.5%,20,63.6%,22.1%,2.8%,5.0%,55.9%,63.8%,44.2%,55.2%,36.8%,46.6%,0.82,R16 (3x)
2010,5,1,4,20.0%,2-9,18.2%,49-63,43.8%,0-2,0.0%,5,69.6%,18.5%,4.4%,4.1%,57.4%,69.4%,42.4%,57.9%,33.6%,46.7%,0.80,R16 (Santiago)
2009,14,4,10,28.6%,11-22,33.3%,141-179,44.1%,1-3,25.0%,14,70.3%,19.3%,2.9%,6.3%,56.2%,66.1%,45.3%,57.0%,36.7%,47.3%,0.85,QF (Bucharest)
2008,7,1,6,14.3%,5-11,31.3%,66-80,45.2%,0-2,0.0%,7,65.3%,25.0%,2.4%,6.3%,54.2%,65.9%,43.3%,55.6%,38.6%,47.3%,0.87,R32 (5x)
2007,27,9,18,33.3%,26-41,38.8%,282-339,45.4%,4-3,57.1%,25,62.2%,27.2%,3.7%,6.2%,55.0%,65.4%,43.4%,55.5%,38.4%,47.4%,0.86,SF (Casablanca)
2006,45,25,20,55.6%,58-54,51.8%,531-532,50.0%,10-8,55.6%,44,73.2%,27.1%,5.5%,3.2%,58.8%,69.6%,47.9%,60.7%,38.9%,50.0%,0.99,SF (3x)
2005,10,5,5,50.0%,10-10,50.0%,94-93,50.3%,1-0,100.0%,10,74.2%,25.8%,3.1%,2.8%,61.6%,66.5%,52.9%,61.3%,38.7%,49.8%,1.00,QF (2x)
2004,26,7,19,26.9%,22-43,33.8%,266-349,43.3%,4-4,50.0%,25,69.2%,15.5%,2.8%,4.7%,59.2%,66.8%,46.6%,58.6%,34.6%,47.0%,0.83,QF (2x)
2003,16,5,11,31.3%,17-25,40.5%,178-210,45.9%,2-4,33.3%,16,67.2%,24.7%,6.2%,4.3%,60.5%,67.5%,47.3%,59.5%,38.6%,48.7%,0.95,SF (Sopot)
2002,3,0,3,0.0%,2-6,25.0%,26-43,37.7%,0-0,-,3,60.0%,14.7%,2.2%,4.0%,57.0%,59.1%,46.9%,53.8%,36.9%,45.3%,0.80,R32 (2x)
2001,2,1,1,50.0%,2-2,50.0%,18-20,47.4%,0-0,-,2,73.7%,21.1%,1.5%,3.1%,54.6%,62.0%,57.6%,60.0%,34.8%,48.3%,0.87,R16 (Bucharest)
Career,201,68,133,33.8%,190-305,38.4%,2135-2530,45.8%,29-37,43.9%,197,68.6%,22.7%,3.9%,4.8%,57.1%,66.9%,46.3%,58.1%,37.2%,48.0%,0.89,
