Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,36,7,29,19.4%,25-71,26.0%,349-529,39.7%,5-4,55.6%,36,62.0%,16.7%,4.6%,6.6%,52.9%,65.3%,43.9%,55.2%,33.9%,45.2%,0.76
Clay,155,61,94,39.4%,161-209,43.5%,1671-1828,47.8%,23-28,45.1%,151,70.1%,25.5%,3.7%,4.3%,58.2%,67.4%,46.9%,58.8%,38.7%,49.0%,0.94
Grass,8,0,8,0.0%,3-21,12.5%,98-145,40.3%,1-4,20.0%,8,74.6%,7.5%,5.1%,4.6%,59.4%,65.6%,48.6%,58.7%,28.3%,44.4%,0.68
Carpet,2,0,2,0.0%,1-4,20.0%,17-28,37.8%,0-1,0.0%,2,60.9%,14.3%,4.3%,8.6%,48.9%,67.6%,43.7%,55.4%,32.3%,44.2%,0.72
Grand Slams,25,5,20,20.0%,26-62,29.5%,359-487,42.4%,5-5,50.0%,25,70.5%,14.7%,4.1%,4.5%,57.4%,66.5%,47.3%,58.3%,33.0%,46.2%,0.79
Masters,12,4,8,33.3%,12-18,40.0%,128-155,45.2%,5-2,71.4%,12,64.3%,24.3%,2.9%,5.4%,52.8%,67.4%,43.0%,55.9%,38.2%,47.9%,0.87
Other Tours,164,59,105,36.0%,152-225,40.3%,1648-1888,46.6%,19-30,38.8%,160,68.5%,24.6%,4.0%,4.9%,57.5%,67.0%,46.4%,58.2%,38.1%,48.4%,0.91
Best of 5,25,5,20,20.0%,26-62,29.5%,359-487,42.4%,5-5,50.0%,25,70.5%,14.7%,4.1%,4.5%,57.4%,66.5%,47.3%,58.3%,33.0%,46.2%,0.79
Best of 3,176,63,113,35.8%,164-243,40.3%,1776-2043,46.5%,24-32,42.9%,172,68.2%,24.6%,3.9%,4.9%,57.1%,67.0%,46.0%,58.0%,38.1%,48.4%,0.91
Semi-finals,5,0,5,0.0%,2-10,16.7%,41-68,37.6%,1-0,100.0%,5,57.4%,16.7%,2.9%,3.8%,59.2%,62.9%,39.0%,53.2%,33.2%,43.7%,0.71
Quarter-finals,14,5,9,35.7%,12-21,36.4%,140-166,45.8%,2-3,40.0%,14,70.0%,21.9%,4.3%,3.9%,60.3%,68.3%,45.1%,59.1%,36.6%,48.1%,0.89
vs Righties,174,58,116,33.3%,164-270,37.8%,1844-2220,45.4%,25-30,45.5%,170,68.1%,22.5%,3.9%,5.1%,57.1%,66.8%,45.8%,57.8%,36.9%,47.7%,0.87
vs Lefties,27,10,17,37.0%,26-35,42.6%,291-310,48.4%,4-7,36.4%,27,72.5%,24.4%,4.0%,3.0%,57.4%,67.8%,49.3%,59.9%,38.9%,49.6%,0.97
vs Top 10,16,3,13,18.8%,12-31,27.9%,162-237,40.6%,3-3,50.0%,16,58.9%,21.9%,4.1%,5.4%,55.4%,63.7%,44.0%,54.9%,36.4%,46.0%,0.81
