Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2019,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,6.1%,4.1%,51.0%,64.0%,41.7%,53.1%,15.8%,36.8%,0.34,R64 (Blois)
2017,26,10,16,38.5%,23-35,39.7%,249-284,46.7%,3-2,60.0%,26,67.2%,26.3%,3.6%,4.7%,57.5%,67.5%,43.9%,57.5%,38.5%,48.3%,0.90,SF (Tigre)
2016,57,35,22,61.4%,80-51,61.1%,660-565,53.9%,14-4,77.8%,55,76.8%,31.1%,6.1%,5.3%,57.7%,70.4%,50.3%,61.9%,41.3%,51.8%,1.08,F (3x)
2015,40,18,22,45.0%,44-48,47.8%,428-444,49.1%,5-6,45.5%,40,68.4%,29.3%,2.9%,7.3%,54.4%,68.5%,45.8%,58.2%,40.6%,49.6%,0.97,SF (2x)
2014,44,22,22,50.0%,49-49,50.0%,478-455,51.2%,10-7,58.8%,44,71.1%,30.8%,5.0%,5.9%,54.1%,70.6%,45.8%,59.2%,42.1%,50.5%,1.03,SF (2x)
2013,34,23,11,67.6%,49-30,62.0%,418-351,54.4%,6-4,60.0%,33,72.2%,35.0%,3.6%,6.6%,53.1%,68.4%,49.1%,59.4%,43.9%,51.5%,1.08,W (Panama City)
2012,47,31,16,66.0%,68-43,61.3%,557-498,52.8%,9-4,69.2%,40,73.5%,31.6%,4.4%,6.9%,55.0%,70.5%,46.8%,59.8%,42.5%,51.5%,1.06,W (2x)
2011,41,25,16,61.0%,55-37,59.8%,475-386,55.2%,3-7,30.0%,38,76.8%,34.5%,5.4%,5.4%,60.0%,72.0%,46.9%,62.0%,42.9%,52.4%,1.13,F (Seville)
2010,67,47,20,70.1%,103-52,66.5%,812-667,54.9%,14-7,66.7%,66,78.2%,30.6%,4.7%,4.3%,57.7%,71.6%,51.4%,63.0%,41.5%,52.1%,1.12,W (3x)
2009,41,22,19,53.7%,45-44,50.6%,430-413,51.0%,3-9,25.0%,0,,,,,,,,,,,,SF (2x)
2008,60,39,21,65.0%,85-57,59.9%,727-621,53.9%,13-11,54.2%,0,,,,,,,,,,,,W (La Serena)
2007,26,16,10,61.5%,35-23,60.3%,299-251,54.4%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
2006,7,4,3,57.1%,8-6,57.1%,71-56,55.9%,0-0,-,0,,,,,,,,,,,,SF (Santiago)
2005,57,35,22,61.4%,73-52,58.4%,643-522,55.2%,5-9,35.7%,0,,,,,,,,,,,,W (Ljubljana)
2004,40,22,18,55.0%,51-44,53.7%,468-433,51.9%,6-6,50.0%,0,,,,,,,,,,,,F (Zagreb)
2003,37,25,12,67.6%,55-32,63.2%,450-354,56.0%,1-5,16.7%,0,,,,,,,,,,,,W (Kosice2)
2002,46,29,17,63.0%,58-42,58.0%,510-427,54.4%,3-10,23.1%,0,,,,,,,,,,,,W (2x)
2001,33,19,14,57.6%,42-35,54.5%,385-354,52.1%,6-5,54.5%,0,,,,,,,,,,,,SF (4x)
2000,6,2,4,33.3%,6-10,37.5%,81-83,49.4%,0-4,0.0%,0,,,,,,,,,,,,R16 (2x)
Career,710,424,286,59.7%,929-692,57.3%,8145-7176,53.2%,104-104,50.0%,343,73.8%,31.2%,4.6%,5.7%,56.2%,70.2%,48.0%,60.5%,41.7%,51.1%,1.06,
