Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2017,430,87,278,1435,253,1422,245,1412,248,1315,663,67,,
2016,148,412,205,1531,214,1465,178,1509,220,1369,341,190,,
2015,253,206,226,1497,244,1415,189,1489,,,735,64,,
2014,224,219,191,1556,226,1453,158,1539,,,296,224,,
2013,166,314,126,1647,178,1514,97,1634,,,278,226,,
2012,91,577,155,1602,184,1502,118,1594,224,1394,177,367,,
2011,130,446,161,1590,204,1476,127,1582,222,1401,56,1304,119,1537
2010,77,638,135,1619,176,1504,113,1604,,,120,686,,
2009,156,321,195,1553,263,1412,159,1541,230,1390,81,938,132,1432
2008,121,413,130,1651,191,1483,104,1642,,,105,599,,
2007,133,333,131,1634,190,1488,104,1627,185,1443,73,782,131,1404
2006,57,690,81,1706,146,1539,68,1696,130,1504,303,177,127,1262
2005,120,373,154,1594,257,1401,119,1586,177,1453,218,229,,
2004,130,338,215,1519,287,1367,185,1509,174,1454,167,281,119,1338
2003,80,450,110,1675,257,1409,79,1675,,,199,234,,
2002,141,260,96,1715,233,1431,74,1705,,,310,126,,
2001,154,246,226,1522,,,188,1517,,,465,77,,
2000,333,88,,,,,,,,,475,73,,
1999,381,88,,,,,,,,,1271,2,,
1998,620,27,,,,,,,,,,,,
1996,,,,,,,,,,,1259,1,,
