Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
09-May-2016,Samarkand CH,Clay,F,318,123,(1) Karen Khachanov [RUS] d. Ramirez Hidalgo,6-1 6-7(6) 6-1,,,,,,,,1:52
01-Jul-2013,Timisoara CH,Clay,F,119,108,(3) Andreas Haider Maurer [AUT] d. (4) Ramirez Hidalgo,6-4 3-6 6-4,0.88,4.6%,3.7%,53.7%,72.4%,42.0%,10/14,2:37
30-Apr-2012,Tunis CH,Clay,F,97,60,(4) Ramirez Hidalgo d. (2) Jeremy Chardy [FRA],6-1 6-4,1.49,5.7%,3.8%,73.6%,82.1%,42.9%,1/1,1:17
02-Apr-2012,San Luis Potosi CH,Clay,F,125,91,(2) Ramirez Hidalgo d. (1) Paolo Lorenzi [ITA],3-6 6-3 6-4,1.02,1.9%,7.6%,66.7%,61.4%,31.4%,8/14,2:42
05-Sep-2011,Seville CH,Clay,F,134,89,(3) Daniel Gimeno Traver [ESP] d. (4) Ramirez Hidalgo,6-3 6-3,0.48,3.4%,3.4%,64.4%,65.8%,33.3%,4/7,1:23
08-Mar-2010,Rabat CH,Clay,F,148,110,Ramirez Hidalgo d. (5) Marcel Granollers [ESP],6-4 6-4,1.21,1.4%,8.7%,53.6%,75.7%,59.4%,1/1,1:47
20-Oct-2008,Buenos Aires CH,Clay,F,123,102,(7) Martin Vassallo Arguello [ARG] d. Ramirez Hidalgo,6-3 4-6 7-5,,,,,,,,
18-Aug-2008,San Sebastian CH,Clay,F,153,104,(3) Pablo Andujar [ESP] d. (4) Ramirez Hidalgo,6-4 6-1,,,,,,,,
12-May-2003,Zagreb CH,Clay,F,132,121,Kristof Vliegen [BEL] d. Ramirez Hidalgo,6-1 4-6 6-0,,,,,,,,
07-Oct-2002,Barcelona CH,Clay,F,167,96,Ramirez Hidalgo d. (4) Albert Portas [ESP],4-6 6-4 6-1,,,,,,,,
