Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Ysaline Bonaventure [BEL],3,3,50.0%,2,1,1,50.0%,2013,2021,5,0.92,3.4%,1.8%,70.7%,62.7%,55.0%,60.4%,36.3%,48.3%,21.4%
5,Anna Kalinskaya [RUS],3,2,60.0%,2,1,1,50.0%,2017,2021,4,1.02,3.5%,1.6%,69.9%,64.8%,50.6%,60.5%,40.1%,50.0%,27.0%
5,Tamara Korpatsch [GER],2,3,40.0%,0,0,0,-,2013,2019,2,0.95,3.4%,4.5%,71.8%,66.1%,30.0%,55.9%,41.7%,69.0%,35.0%
5,Tereza Martincova [CZE],2,3,40.0%,1,1,0,100.0%,2015,2018,2,0.95,1.1%,5.0%,69.1%,61.6%,41.1%,55.2%,42.5%,42.1%,42.9%
4,Elitsa Kostova [BUL],2,2,50.0%,1,0,1,0.0%,2016,2021,2,1.13,2.4%,10.7%,60.7%,62.7%,39.4%,53.6%,52.4%,63.6%,75.0%
4,Myrtille Georges [FRA],1,3,25.0%,2,1,1,50.0%,2014,2019,0,,,,,,,,,,
4,Viktorija Golubic [SUI],2,2,50.0%,2,1,1,50.0%,2013,2018,2,0.91,5.6%,5.0%,68.3%,60.0%,37.3%,52.8%,42.9%,45.0%,42.1%
3,Richel Hogenkamp [NED],3,0,100.0%,1,1,0,100.0%,2017,2019,3,1.23,6.0%,2.3%,69.3%,72.5%,50.0%,65.6%,42.5%,60.0%,52.2%
3,Pemra Ozgen [TUR],2,1,66.7%,0,0,0,-,2015,2019,0,,,,,,,,,,
3,Sara Sorribes Tormo [ESP],2,1,66.7%,0,0,0,-,2016,2019,1,0.84,0.0%,4.6%,67.7%,61.4%,42.9%,55.4%,37.3%,50.0%,22.2%
3,Anna Lena Friedsam [GER],0,3,0.0%,2,0,2,0.0%,2012,2019,2,0.81,4.3%,6.1%,68.7%,64.3%,39.2%,56.4%,35.1%,63.6%,46.2%
3,Anna Blinkova [RUS],1,2,33.3%,0,0,0,-,2018,2018,3,1.09,3.2%,2.4%,68.4%,60.4%,51.3%,57.5%,46.2%,34.8%,44.7%
3,Alexandra Cadantu Ignatik [ROU],2,1,66.7%,0,0,0,-,2014,2018,0,,,,,,,,,,
3,Aliaksandra Sasnovich [BLR],3,0,100.0%,0,0,0,-,2014,2018,3,1.31,11.5%,2.7%,68.1%,71.0%,53.4%,65.4%,45.3%,63.6%,41.4%
3,Mona Barthel [GER],2,1,66.7%,0,0,0,-,2014,2018,2,1.04,2.0%,8.9%,60.4%,70.5%,42.5%,59.4%,42.3%,45.5%,54.5%
