Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,10,6,4,60.0%,3,1,2,33.3%,2017,2020,R128,9,1.15,4.0%,3.5%,67.0%,65.5%,51.7%,60.9%,44.9%,39.0%,40.7%
Roland Garros,5,Clay,10,5,5,50.0%,3,3,0,100.0%,2017,2021,R128,7,1.04,3.5%,4.1%,65.3%,62.8%,50.6%,58.6%,43.1%,46.7%,28.7%
Wimbledon,4,Grass,11,7,4,63.6%,1,1,0,100.0%,2017,2022,R128,5,0.99,3.6%,4.5%,69.1%,63.9%,48.1%,59.1%,40.5%,55.9%,44.1%
US Open,4,Hard,9,5,4,55.6%,1,0,1,0.0%,2016,2019,R128,4,1.09,6.3%,4.2%,62.4%,66.5%,53.7%,61.7%,41.9%,66.7%,48.3%
Fed Cup,1,,2,1,1,50.0%,0,0,0,-,2018,2018,,2,1.00,7.9%,2.4%,73.8%,70.2%,44.2%,63.4%,36.7%,28.6%,27.8%
Prague,4,Hard,13,9,4,69.2%,3,2,1,66.7%,2017,2022,R16,13,1.14,3.5%,3.3%,70.8%,66.2%,44.7%,59.9%,45.8%,46.8%,47.4%
Stuttgart,9,Clay,13,4,9,30.8%,2,0,2,0.0%,2012,2021,R32,12,0.88,4.3%,6.2%,61.3%,62.3%,42.6%,54.7%,40.0%,48.9%,41.6%
Luxembourg,5,Hard,12,7,5,58.3%,2,2,0,100.0%,2014,2019,QF,12,1.00,6.1%,4.5%,71.0%,64.1%,45.9%,58.8%,41.4%,54.7%,48.8%
Mallorca,2,Grass,5,3,2,60.0%,1,1,0,100.0%,2018,2019,R16,5,1.06,2.2%,3.9%,68.4%,64.8%,47.4%,59.3%,43.3%,61.9%,44.2%
Lugano,2,Clay,6,4,2,66.7%,1,0,1,0.0%,2018,2019,R16,6,1.04,2.1%,4.9%,65.2%,63.0%,46.4%,57.2%,44.6%,69.9%,44.1%
Linz,3,Hard,4,1,3,25.0%,1,1,0,100.0%,2014,2018,Q2,4,0.89,0.4%,3.8%,64.8%,57.4%,39.1%,51.0%,43.4%,42.1%,50.0%
