Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Karlsruhe R32,L vs Ruse,33% (2/6),50% (2/4),0/0,0/0,25% (2/8),0/2,0/1,- (0/0),- (0/0)
2019 Roland Garros Q2,W vs Jacquemot,47% (8/17),29% (4/14),2/4,1/3,33% (1/3),0/0,0/0,100% (4/4),75% (3/4)
2019 Prague R16,L vs Pera,50% (4/8),100% (2/2),0/0,0/0,29% (2/7),0/2,0/1,- (0/0),- (0/0)
2019 Prague R32,W vs Bouzkova,57% (8/14),44% (4/9),2/3,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Prague Q3,W vs Paolini,62% (8/13),67% (4/6),2/3,1/2,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2019 Prague Q2,W vs Kalinskaya,75% (9/12),27% (3/11),2/2,1/1,60% (3/5),0/0,0/0,80% (4/5),75% (3/4)
2019 Prague Q1,W vs Sizikova,42% (8/19),67% (4/6),2/4,1/3,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 Stuttgart Q2,L vs Friedsam,63% (10/16),40% (4/10),1/4,0/1,50% (4/8),2/4,1/2,0% (0/4),25% (1/4)
2019 Stuttgart Q1,W vs Ormaechea,86% (6/7),60% (6/10),2/4,1/3,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Lugano R16,L vs Pliskova,50% (5/10),50% (1/2),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 Lugano R32,W vs Bencic,62% (8/13),63% (5/8),2/5,1/3,60% (3/5),0/0,0/0,- (0/0),- (0/0)
2019 Lugano Q2,W vs Haas,52% (11/21),37% (7/19),2/4,1/2,74% (14/19),0/1,0/0,40% (2/5),33% (2/6)
2019 Lugano Q1,W vs Kung,54% (7/13),63% (5/8),2/3,1/2,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 W60 Croissy Beaubourg R16,L vs Diatchenko,75% (3/4),25% (1/4),0/0,0/0,17% (1/6),0/2,0/1,- (0/0),- (0/0)
2019 W60 Croissy Beaubourg R32,W vs Pattinama Kerkhove,56% (14/25),33% (4/12),2/3,1/1,40% (2/5),1/2,0/0,64% (7/11),22% (2/9)
2019 W25 Macon R16,L vs Georges,60% (12/20),43% (3/7),1/1,0/0,55% (6/11),3/5,1/2,46% (6/13),54% (7/13)
2019 W25 Macon R32,W vs Bolkvadze,82% (9/11),30% (3/10),2/5,1/2,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 W60 Shrewsbury R32,L vs Rodionova,58% (11/19),20% (5/25),1/1,0/0,67% (6/9),4/6,3/4,20% (1/5),50% (3/6)
2019 W60 Andrezieux Boutheon R16,L vs Albie,33% (5/15),33% (2/6),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2019 W60 Andrezieux Boutheon R32,W vs Zavatska,56% (9/16),27% (3/11),2/8,1/4,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 (22 matches),,56.6%,38.6%,50.9%,43.3%,56.0%,35.5%,40.0%,50.0%,43.1%
2018 (34 matches),,55.7%,43.5%,55.1%,48.6%,54.6%,40.9%,42.9%,58.8%,64.7%
2017 (36 matches),,57.9%,45.1%,57.7%,51.4%,48.3%,46.8%,50.0%,61.9%,52.5%
2016 (30 matches),,52.8%,48.6%,56.1%,54.8%,53.9%,41.4%,50.0%,68.6%,28.6%
2015 (16 matches),,55.8%,47.5%,57.1%,61.5%,51.9%,33.3%,27.3%,66.7%,36.4%
Career (153 matches),,56.0%,44.3%,54.7%,51.9%,52.8%,41.2%,45.8%,59.6%,45.2%
