Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,13,3,10,23.1%,6-21,22.2%,92-148,38.3%,0-1,0.0%,13,60.4%,17.9%,5.2%,4.8%,68.5%,60.6%,39.3%,53.9%,35.4%,44.9%,0.77
Clay,18,5,13,27.8%,11-27,28.9%,149-206,42.0%,2-2,50.0%,18,58.9%,27.1%,3.6%,4.6%,68.4%,60.8%,38.9%,53.9%,40.2%,47.0%,0.87
Grass,8,4,4,50.0%,10-10,50.0%,93-91,50.5%,0-0,-,8,69.6%,31.5%,5.2%,4.5%,67.5%,63.1%,46.3%,57.6%,42.4%,50.3%,1.00
Grand Slams,4,0,4,0.0%,1-8,11.1%,38-53,41.8%,0-1,0.0%,4,65.9%,17.4%,4.2%,2.8%,62.2%,61.2%,48.1%,56.3%,37.0%,46.4%,0.85
Premiers,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,2.1%,6.3%,66.7%,53.1%,31.3%,45.8%,40.5%,42.4%,0.75
Internationals,32,11,21,34.4%,23-46,33.3%,266-354,42.9%,2-2,50.0%,32,60.2%,27.6%,4.3%,5.0%,68.7%,60.7%,39.7%,54.1%,39.8%,47.2%,0.87
Quarter-finals,3,0,3,0.0%,1-6,14.3%,19-40,32.2%,0-0,-,3,48.3%,16.7%,2.7%,4.9%,74.7%,53.7%,34.8%,48.9%,37.2%,42.8%,0.73
vs Righties,34,11,23,32.4%,25-49,33.8%,292-380,43.5%,1-1,50.0%,34,62.4%,26.4%,4.6%,4.8%,67.9%,61.4%,41.8%,55.1%,39.6%,47.4%,0.88
vs Lefties,5,1,4,20.0%,2-9,18.2%,42-65,39.3%,1-2,33.3%,5,59.6%,19.2%,3.5%,3.5%,70.2%,61.0%,34.8%,53.2%,37.1%,45.7%,0.79
vs Top 10,1,1,0,100.0%,2-1,66.7%,15-15,50.0%,0-0,-,1,73.3%,26.7%,9.2%,7.1%,64.3%,71.4%,42.9%,61.2%,38.9%,50.5%,1.00
