Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,18,10,8,55.6%,26-25,51.0%,267-254,51.2%,7-3,70.0%,18,81.6%,20.3%,9.8%,3.3%,59.1%,71.8%,53.5%,64.3%,38.0%,51.0%,1.06,QF (2x)
2005,51,38,13,74.5%,91-39,70.0%,699-554,55.8%,13-6,68.4%,49,84.8%,27.4%,8.0%,3.4%,59.6%,74.8%,54.3%,66.5%,39.9%,52.9%,1.19,W (Los Angeles)
2004,50,37,13,74.0%,88-36,71.0%,700-530,56.9%,15-12,55.6%,50,88.1%,26.2%,9.2%,3.1%,60.2%,76.2%,56.0%,68.2%,39.5%,53.4%,1.24,W (Cincinnati Masters)
2003,57,47,10,82.5%,120-38,75.9%,881-601,59.4%,14-6,70.0%,57,85.6%,34.5%,7.1%,3.0%,62.2%,74.1%,55.2%,67.0%,42.8%,54.4%,1.29,W (4x)
2002,66,54,12,81.8%,121-44,73.3%,937-660,58.7%,7-15,31.8%,65,86.7%,31.2%,7.9%,3.7%,62.5%,74.6%,55.5%,67.5%,41.5%,54.0%,1.28,W (5x)
2001,61,46,15,75.4%,117-48,70.9%,917-671,57.7%,13-12,52.0%,60,84.2%,32.1%,6.3%,2.9%,66.4%,72.8%,54.0%,66.5%,41.9%,53.7%,1.25,W (4x)
2000,55,40,15,72.7%,103-40,72.0%,771-580,57.1%,9-4,69.2%,50,84.5%,28.2%,7.1%,4.2%,61.5%,73.5%,54.9%,66.4%,40.1%,52.8%,1.19,W (Australian Open)
1999,77,63,14,81.8%,153-45,77.3%,1102-730,60.2%,13-9,59.1%,73,88.4%,33.8%,7.3%,3.3%,61.2%,76.6%,55.9%,68.5%,42.4%,54.7%,1.35,W (5x)
1998,86,68,18,79.1%,162-61,72.6%,1219-857,58.7%,16-13,55.2%,79,84.8%,32.2%,6.0%,3.5%,63.8%,74.1%,52.5%,66.2%,42.4%,53.7%,1.26,W (5x)
1997,24,12,12,50.0%,33-31,51.6%,317-290,52.2%,4-5,44.4%,22,76.2%,27.9%,5.1%,5.3%,57.8%,70.5%,48.5%,61.2%,40.6%,51.0%,1.05,SF (San Jose)
1996,52,38,14,73.1%,90-51,63.8%,718-606,54.2%,17-6,73.9%,44,75.8%,31.2%,4.9%,3.6%,59.4%,70.0%,49.4%,61.7%,41.2%,51.1%,1.07,W (3x)
1995,82,73,9,89.0%,173-35,83.2%,1182-737,61.6%,14-3,82.4%,79,87.4%,35.7%,5.5%,2.8%,64.3%,74.2%,55.6%,67.5%,43.4%,54.8%,1.33,W (7x)
1994,66,52,14,78.8%,130-49,72.6%,988-711,58.2%,11-10,52.4%,62,83.0%,34.0%,3.9%,2.4%,65.2%,70.8%,54.0%,65.0%,42.6%,53.5%,1.22,W (5x)
1993,44,33,11,75.0%,80-30,72.7%,607-403,60.1%,6-7,46.2%,42,82.8%,38.3%,5.7%,2.9%,62.2%,72.8%,51.5%,64.8%,43.9%,54.2%,1.25,W (2x)
1992,57,42,15,73.7%,109-47,69.9%,830-611,57.6%,8-7,53.3%,49,79.8%,33.7%,3.8%,2.7%,63.5%,69.1%,53.8%,63.5%,42.1%,52.5%,1.15,W (3x)
1991,56,39,17,69.6%,101-50,66.9%,810-644,55.7%,12-12,50.0%,50,79.4%,28.9%,3.1%,2.4%,65.2%,67.5%,54.7%,63.0%,40.0%,51.5%,1.08,W (2x)
1990,57,45,12,78.9%,105-32,76.6%,754-451,62.6%,8-12,40.0%,0,,,,,,,,,,,,W (4x)
1989,60,41,19,68.3%,100-47,68.0%,745-550,57.5%,7-7,50.0%,0,,,,,,,,,,,,W (Orlando)
1988,74,63,11,85.1%,145-38,79.2%,990-652,60.3%,4-3,57.1%,0,,,,,,,,,,,,W (6x)
1987,43,26,17,60.5%,54-42,56.3%,446-414,51.9%,7-6,53.8%,0,,,,,,,,,,,,W (Itaparica)
1986,11,5,6,45.5%,10-13,43.5%,96-106,47.5%,1-2,33.3%,0,,,,,,,,,,,,QF (Stratton Mountain)
Career,1147,872,275,76.0%,2111-841,71.5%,15976-11612,57.9%,206-160,56.3%,849,84.0%,31.7%,6.2%,3.2%,62.6%,72.9%,54.0%,65.8%,41.7%,53.3%,1.22,
