Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2006,150,300,49,1808,34,1789,,,49,1665,,,,
2005,7,2275,7,1977,6,1962,18,1857,,,1430,5,,
2004,8,2100,4,2017,4,1989,18,1863,10,1795,969,20,,
2003,4,3425,5,2018,4,1977,6,1959,5,1880,,,,
2002,2,3395,2,2088,2,2043,4,1983,4,1907,,,,
2001,3,3520,3,2043,3,1998,12,1898,5,1904,255,200,,
2000,6,2765,3,2057,4,1989,5,1954,4,1923,211,250,,
1999,1,5048,1,2155,1,2092,1,2000,4,1934,366,126,,
1998,6,2879,5,2065,3,2022,22,1885,13,1811,361,132,,
1997,110,442,41,1869,26,1851,38,1825,,,735,34,,
1996,8,2364,8,2066,2,2131,7,1981,7,1933,584,54,,
1995,2,,1,2270,1,2261,3,2101,2,2063,556,57,,
1994,2,,2,2189,2,2130,7,2031,6,1993,624,44,,
1993,24,,13,2032,10,1990,8,2036,9,1917,175,381,,
1992,9,,8,2084,10,2023,3,2067,5,2012,142,422,,
1991,10,,6,2084,7,2029,4,2054,11,1875,410,67,,
1990,4,,4,2150,4,2108,3,2087,,,523,28,,
1989,7,,10,2027,7,2013,6,2017,,,,,,
1988,3,,7,2078,5,2072,5,2096,,,579,,,
1987,25,,17,1977,13,1924,41,1796,40,1728,261,,,
1986,91,,,,,,,,,,566,,,
1985,618,,,,,,,,,,793,,,
