Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,53,48,5,90.6%,21,13,8,61.9%,1995,2005,W,51,1.40,6.8%,2.3%,66.8%,75.3%,55.6%,68.8%,43.7%,66.2%,43.9%
Roland Garros,17,Clay,67,51,16,76.1%,13,9,4,69.2%,1987,2005,W,47,1.17,3.4%,2.8%,64.5%,69.0%,50.6%,62.5%,43.9%,61.7%,42.8%
Wimbledon,14,Grass,59,46,13,78.0%,36,20,16,55.6%,1987,2006,W,57,1.18,5.9%,3.3%,61.3%,75.4%,53.7%,67.0%,39.1%,69.9%,39.4%
US Open,21,Hard,98,79,19,80.6%,48,27,21,56.3%,1986,2006,W,76,1.24,6.5%,3.2%,62.7%,73.6%,53.7%,66.2%,41.9%,66.3%,47.3%
Olympics,1,,6,6,0,100.0%,3,3,0,100.0%,1996,1996,W,0,,,,,,,,,,
Davis Cup,11,,36,30,6,83.3%,16,10,6,62.5%,1988,2005,,0,,,,,,,,,,
Washington,17,Hard,56,44,12,78.6%,12,10,2,83.3%,1987,2006,W,49,1.31,8.6%,4.0%,60.5%,76.0%,54.9%,67.6%,42.5%,65.1%,43.0%
Miami Masters,16,Hard,70,60,10,85.7%,17,11,6,64.7%,1990,2005,W,63,1.24,6.2%,3.5%,61.3%,73.1%,54.0%,65.7%,42.4%,66.7%,44.3%
Indian Wells Masters,15,Hard,45,31,14,68.9%,19,9,10,47.4%,1990,2006,W,39,1.16,5.5%,3.1%,59.6%,71.3%,55.2%,64.8%,40.7%,60.9%,43.2%
Canada Masters,13,Hard,45,35,10,77.8%,11,5,6,45.5%,1990,2005,W,42,1.21,7.0%,3.8%,60.9%,71.1%,54.7%,64.7%,42.8%,66.1%,42.6%
Cincinnati Masters,13,Hard,41,31,10,75.6%,19,12,7,63.2%,1990,2004,W,39,1.20,7.1%,3.1%,66.0%,70.7%,57.1%,66.1%,40.7%,61.0%,45.0%
Los Angeles,11,Hard,43,36,7,83.7%,15,8,7,53.3%,1987,2006,W,35,1.39,8.0%,2.7%,65.9%,75.7%,56.1%,69.0%,43.0%,69.9%,44.8%
Scottsdale,11,Hard,32,25,7,78.1%,8,5,3,62.5%,1986,2003,W,31,1.29,4.7%,2.9%,64.3%,70.4%,53.6%,64.4%,45.9%,64.6%,47.1%
San Jose,10,Hard,43,36,7,83.7%,13,9,4,69.2%,1995,2005,W,42,1.35,8.1%,3.6%,60.6%,75.9%,58.1%,68.9%,41.9%,65.3%,38.3%
