Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2023 Vienna QF,L vs Tsitsipas,0.84,0.76,61.1,2.9,20.0%,70.0%,16.7%,61.1%,22.7%,40.0%
2023 US Open R16,L vs Djokovic,1.01,0.54,28.1,2.0,10.3%,63.8%,14.3%,48.2%,22.5%,25.0%
2023 US Open R32,W vs Vesely,1.02,2.71,31.1,2.1,16.7%,83.3%,18.8%,84.4%,36.0%,51.1%
2023 US Open R64,W vs Mcdonald,1.09,1.54,33.2,2.5,8.7%,76.1%,23.7%,63.2%,42.6%,41.3%
2023 US Open R128,W vs Dellien,1.08,2.43,25.9,2.0,22.9%,80.0%,16.1%,80.6%,44.2%,45.0%
2023 Wimbledon R128,L vs Marterer,1.05,0.78,44.3,2.9,11.7%,66.2%,7.5%,64.2%,19.7%,32.3%
2019 Davis Cup RR,L vs Rublev,0.89,0.57,40.5,2.1,13.3%,60.0%,6.9%,48.3%,38.5%,18.2%
2019 Granby CH R64,W vs Boulais,1.16,1.77,39.2,3.0,-,67.9%,-,65.2%,59.3%,40.9%
2019 Milan CH R64,L vs Bonadio,1.05,0.75,42.8,4.2,-,61.8%,-,34.4%,28.9%,45.5%
2019 Bratislava CH R64,L vs Arevalo,0.95,0.70,42.2,4.4,-,62.5%,-,53.8%,26.3%,35.1%
2019 Leon CH R32,L vs Safwat,1.18,0.81,73.3,4.1,7.5%,49.1%,2.1%,61.7%,23.9%,39.5%
2019 Leon CH R64,W vs Durasovic,1.31,1.39,50.0,3.5,4.9%,65.9%,18.9%,73.0%,28.6%,37.5%
2019 Monterrey CH R64,L vs Nava,0.73,0.76,62.0,2.4,7.0%,72.1%,4.9%,68.3%,20.0%,43.6%
2019 Drummondville CH R32,L vs Cid,0.83,0.86,78.1,4.2,9.3%,63.0%,0.0%,47.9%,49.1%,42.3%
2019 Drummondville CH R64,W vs Diez,1.17,1.60,47.2,2.4,14.7%,67.6%,3.0%,75.8%,41.2%,35.7%
2019 Dallas CH R16,L vs Jung,0.90,0.78,51.3,2.0,3.1%,56.3%,13.3%,76.7%,26.8%,32.4%
2019 Dallas CH R32,W vs Escobedo,1.52,1.34,48.9,2.0,17.1%,75.6%,12.8%,53.8%,33.3%,28.0%
2019 Dallas CH R64,W vs Brouwer,0.94,1.76,38.7,2.8,4.3%,69.6%,25.0%,75.0%,57.6%,46.9%
2019 Cleveland CH QF,L vs Cressy,0.72,0.21,30.9,2.3,10.7%,57.1%,9.1%,59.1%,13.6%,10.5%
2019 Cleveland CH R16,W vs Peliwo,0.86,1.77,42.1,2.4,13.6%,72.7%,0.0%,72.2%,60.7%,51.9%
2023 (6 matches),,1.02,1.11,37.8,2.4,14.0%,71.6%,15.0%,64.6%,30.5%,39.0%
2019 (16 matches),,1.01,1.03,54.0,2.7,8.2%,64.9%,5.9%,61.3%,36.6%,38.2%
2018 (4 matches),,0.92,0.73,56.5,3.3,5.7%,59.1%,6.0%,60.0%,33.5%,30.5%
2016 (1 matches),,1.17,1.13,79.1,44.5,3.4%,60.3%,0.0%,48.1%,35.0%,53.6%
Career (27 matches),,1.01,1.00,51.4,2.8,9.1%,65.6%,7.9%,61.2%,34.4%,38.2%
