Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Morelia CH,Hard,F,181,208,(8) Gojo d. Juan Pablo Ficovich [ARG],7-6(5) 6-2,1.23,18.5%,6.2%,70.8%,78.3%,42.1%,2/3,1:32
16-Feb-2026,Metepec CH,Hard,F,237,230,(5) Gojo d. (4) Alexis Galarneau [CAN],6-1 6-4,1.27,17.5%,6.3%,66.7%,76.2%,42.9%,1/1,1:16
02-Feb-2026,Cleveland CH,Hard,F,276,161,(2) Colton Smith [USA] d. Gojo,6-4 7-5,0.80,10.0%,2.9%,62.9%,61.4%,61.5%,0/3,1:31
21-Oct-2024,Sioux Falls CH,Hard,F,422,496,(Q) Gojo d. (WC) Colton Smith [USA],6-1 7-5,1.57,10.5%,5.3%,61.4%,85.7%,45.5%,4/5,1:20
03-Apr-2023,Murcia CH,Clay,F,117,116,(2) Matteo Arnaldi [ITA] d. (1) Gojo,6-4 7-6(4),0.95,6.9%,4.2%,61.1%,68.2%,46.4%,3/6,2:00
20-Feb-2023,Monterrey CH,Hard,F,160,103,(6) Nuno Borges [POR] d. Gojo,6-4 7-6(6),0.78,22.1%,4.4%,73.5%,82.0%,38.9%,2/3,1:23
24-Oct-2022,Ortisei CH,Hard,F,182,163,Gojo d. (7) Lukas Klein [SVK],7-6(4) 6-3,1.83,16.4%,3.3%,72.1%,90.9%,52.9%,0/0,1:23
07-Feb-2022,Bengaluru 1 CH,Hard,F,288,190,Chun Hsin Tseng [TPE] d. (Q) Gojo,6-4 7-5,0.76,8.1%,13.5%,60.8%,68.9%,27.6%,5/9,1:44
30-Oct-2017,Malaysia F3,Hard,F,829,505,Scott Griekspoor [NED] d. Gojo,6-4 6-2,,,,,,,,
05-Dec-2016,Turkey F49,Hard,F,824,476,(8) Alexander Lazov [BUL] d. Gojo,7-6(6) 7-5,,,,,,,,
