Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),181,333,130,1665,116,1637,102,1641,187,1459,,,,
2025,295,178,164,1618,136,1592,115,1618,202,1436,,,,
2024,447,95,121,1671,89,1669,,,,,,,,
2023,72,744,56,1782,42,1759,77,1672,121,1540,,,,
2022,144,381,131,1649,119,1610,163,1556,178,1453,,,,
2021,284,196,177,1572,148,1557,219,1466,205,1426,,,,
2020,221,257,164,1559,156,1522,172,1495,,,923,29,,
2019,276,149,195,1559,172,1536,330,1346,,,,,,
2018,335,69,,,,,,,,,,,,
2017,662,35,,,,,,,,,1269,14,,
2016,725,31,,,,,,,,,635,80,,
