Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Morelia CH,Hard,F,181,208,(8) Gojo d. Juan Pablo Ficovich [ARG],7-6(5) 6-2,1.23,18.5%,6.2%,70.8%,78.3%,42.1%,2/3,1:32
23-Mar-2026,Morelia CH,Hard,SF,181,185,(8) Gojo d. Nicolas Mejia [COL],6-4 7-6(5),1.26,23.9%,6.0%,68.7%,82.6%,42.9%,2/3,1:45
23-Mar-2026,Morelia CH,Hard,QF,181,303,(8) Gojo d. (Alt) Rodrigo Pacheco Mendez [MEX],7-6(3) 6-4,1.02,22.5%,4.2%,63.4%,80.0%,61.5%,4/4,1:35
23-Mar-2026,Morelia CH,Hard,R16,181,506,(8) Gojo d. (Q) Quinn Vandecasteele [USA],6-3 6-7(6) 7-5,1.36,13.8%,10.6%,58.5%,83.6%,53.8%,2/4,2:14
23-Mar-2026,Morelia CH,Hard,R32,181,254,(8) Gojo d. Mitchell Krueger [USA],7-6(5) 6-4,1.94,22.6%,3.2%,62.9%,84.6%,73.9%,1/1,1:44
09-Mar-2026,Cherbourg CH,Hard,SF,194,402,Pavel Kotov [RUS] d. (8) Gojo,6-4 3-6 6-3,0.71,12.6%,1.1%,66.3%,73.0%,46.9%,6/9,2:05
09-Mar-2026,Cherbourg CH,Hard,QF,194,212,(8) Gojo d. Remy Bertola [SUI],6-4 7-6(6),1.14,20.0%,2.7%,70.7%,67.9%,45.5%,5/8,1:53
09-Mar-2026,Cherbourg CH,Hard,R16,194,315,(8) Gojo d. Geoffrey Blancaneaux [FRA],7-5 6-7(4) 6-4,1.37,17.8%,1.0%,69.3%,81.4%,54.8%,1/1,3:02
09-Mar-2026,Cherbourg CH,Hard,R32,194,448,(8) Gojo d. (WC) Laurent Lokoli [FRA],6-3 6-3,4.15,20.0%,0.0%,67.5%,88.9%,92.3%,0/0,1:04
16-Feb-2026,Metepec CH,Hard,F,237,230,(5) Gojo d. (4) Alexis Galarneau [CAN],6-1 6-4,1.27,17.5%,6.3%,66.7%,76.2%,42.9%,1/1,1:16
16-Feb-2026,Metepec CH,Hard,SF,237,228,(5) Gojo d. (3) Rodrigo Pacheco Mendez [MEX],7-6(5) 6-4,1.04,17.5%,10.0%,65.0%,86.5%,35.7%,2/3,1:39
16-Feb-2026,Metepec CH,Hard,QF,237,187,(5) Gojo d. (2) Bernard Tomic [AUS],6-3 4-6 6-4,1.30,25.6%,6.1%,64.6%,88.7%,48.3%,0/1,1:43
16-Feb-2026,Metepec CH,Hard,R16,237,746,(5) Gojo d. (Q) Ben Jones [GBR],6-3 4-2 RET,2.29,20.0%,2.5%,65.0%,88.5%,64.3%,0/0,1:00
16-Feb-2026,Metepec CH,Hard,R32,237,333,(5) Gojo d. Facundo Mena [ARG],6-7(7) 6-4 7-6(5),0.95,12.1%,3.2%,62.1%,83.1%,46.8%,9/10,2:51
02-Feb-2026,Cleveland CH,Hard,F,276,161,(2) Colton Smith [USA] d. Gojo,6-4 7-5,0.80,10.0%,2.9%,62.9%,61.4%,61.5%,0/3,1:31
02-Feb-2026,Cleveland CH,Hard,SF,276,678,Gojo d. (Q) Joshua Sheehy [USA],6-3 7-6(8),1.33,16.9%,7.7%,61.5%,97.5%,44.0%,1/2,1:25
02-Feb-2026,Cleveland CH,Hard,QF,276,581,Gojo d. (Q) Quinn Vandecasteele [USA],6-4 6-4,1.31,3.1%,7.8%,53.1%,73.5%,46.7%,2/5,1:42
02-Feb-2026,Cleveland CH,Hard,R16,276,218,Gojo d. (3) Tristan Boyer [USA],6-4 6-2,1.28,13.0%,0.0%,55.6%,86.7%,54.2%,3/3,1:07
02-Feb-2026,Cleveland CH,Hard,R32,276,884,Gojo d. (JR) Jack Kennedy [USA],6-0 6-0,2.42,22.5%,2.5%,57.5%,78.3%,64.7%,4/4,0:52
19-Jan-2026,Soma Bay CH,Hard,SF,289,197,(3) Jack Pinnington Jones [GBR] d. Gojo,7-6(5) 6-1,0.78,8.9%,3.6%,64.3%,72.2%,30.0%,0/3,1:32
19-Jan-2026,Soma Bay CH,Hard,QF,289,226,Gojo d. (7) Lukas Neumayer [AUT],5-7 7-5 6-3,1.43,24.7%,4.3%,69.9%,83.1%,50.0%,2/4,2:30
19-Jan-2026,Soma Bay CH,Hard,R16,289,245,Gojo d. Joel Schwaerzler [AUT],6-4 6-1,1.55,15.9%,0.0%,63.5%,75.0%,47.8%,1/3,1:20
19-Jan-2026,Soma Bay CH,Hard,R32,289,178,Gojo d. (2) Jay Clarke [GBR],6-1 6-4,1.58,6.6%,1.6%,70.5%,74.4%,50.0%,3/4,1:32
