Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,38,19,19,50.0%,48-47,50.5%,482-478,50.2%,12-8,60.0%,33,82.9%,15.9%,13.4%,4.0%,66.4%,74.5%,49.0%,65.9%,33.6%,50.0%,0.99
Clay,7,1,6,14.3%,9-15,37.5%,116-129,47.3%,1-6,14.3%,7,79.5%,17.5%,9.9%,2.9%,63.5%,72.8%,49.3%,64.2%,34.3%,48.8%,0.96
Grass,2,0,2,0.0%,1-5,16.7%,28-38,42.4%,1-1,50.0%,2,83.9%,2.9%,11.4%,5.9%,60.4%,77.0%,53.8%,67.8%,26.4%,46.6%,0.82
Grand Slams,7,4,3,57.1%,14-11,56.0%,131-123,51.6%,2-3,40.0%,7,82.3%,20.8%,11.5%,4.1%,64.6%,72.7%,50.7%,64.9%,36.1%,50.3%,1.03
Masters,3,0,3,0.0%,3-6,33.3%,40-48,45.5%,1-1,50.0%,3,78.6%,13.6%,17.1%,1.6%,60.7%,79.7%,48.5%,67.5%,32.6%,49.3%,1.00
Other Tours,22,7,15,31.8%,23-33,41.1%,278-300,48.1%,6-8,42.9%,22,82.3%,13.9%,12.8%,4.5%,65.5%,75.2%,48.8%,66.1%,33.4%,49.5%,0.99
Best of 5,7,4,3,57.1%,14-11,56.0%,131-123,51.6%,2-3,40.0%,7,82.3%,20.8%,11.5%,4.1%,64.6%,72.7%,50.7%,64.9%,36.1%,50.3%,1.03
Best of 3,40,16,24,40.0%,44-56,44.0%,495-522,48.7%,12-12,50.0%,35,82.3%,13.9%,12.9%,3.9%,65.8%,74.7%,49.0%,65.9%,32.5%,49.3%,0.95
Quarter-finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,83.3%,8.3%,18.4%,3.9%,67.1%,72.5%,52.0%,65.8%,31.0%,47.5%,0.90
vs Righties,38,16,22,42.1%,44-52,45.8%,475-493,49.1%,10-10,50.0%,33,81.4%,15.7%,12.6%,3.9%,65.7%,73.8%,48.5%,65.1%,34.1%,49.6%,0.98
vs Lefties,9,4,5,44.4%,14-15,48.3%,151-152,49.8%,4-5,44.4%,9,84.8%,14.8%,12.6%,4.1%,64.9%,75.9%,51.7%,67.4%,31.3%,49.3%,0.96
vs Top 10,4,0,4,0.0%,0-9,0.0%,39-58,40.2%,0-2,0.0%,4,76.6%,4.2%,13.9%,4.3%,64.3%,66.2%,48.8%,60.0%,22.2%,43.9%,0.55
