Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1981,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,0,,,,,,,,,,,,R32 (Manchester)
1980,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,0,,,,,,,,,,,,R32 (Manchester)
1974,1,0,1,0.0%,1-2,33.3%,12-14,46.2%,0-0,-,0,,,,,,,,,,,,R16 (Manchester)
1973,2,0,2,0.0%,0-4,0.0%,13-26,33.3%,0-0,-,0,,,,,,,,,,,,R16 (Manchester)
1972,2,0,2,0.0%,1-4,20.0%,17-28,37.8%,0-0,-,0,,,,,,,,,,,,R32 (West Kirby)
1971,13,6,7,46.2%,13-16,44.8%,121-123,49.6%,0-0,-,0,,,,,,,,,,,,QF (Hampstead)
1970,29,16,13,55.2%,36-32,52.9%,337-299,53.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1969,12,6,6,50.0%,16-13,55.2%,135-109,55.3%,0-0,-,0,,,,,,,,,,,,F (Exmouth)
1968,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-0,-,0,,,,,,,,,,,,R64 (Queen's Club)
1967,47,31,16,66.0%,66-36,64.7%,516-395,56.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1966,51,34,17,66.7%,73-40,64.6%,581-452,56.2%,0-0,-,0,,,,,,,,,,,,W (Vancouver)
1965,55,41,14,74.5%,84-35,70.6%,620-440,58.5%,0-0,-,0,,,,,,,,,,,,W (5x)
1964,73,50,23,68.5%,107-56,65.6%,830-619,57.3%,0-0,-,0,,,,,,,,,,,,W (Wellington Nationals)
1963,50,30,20,60.0%,65-43,60.2%,536-438,55.0%,0-0,-,0,,,,,,,,,,,,W (Cairo)
1962,84,57,27,67.9%,122-66,64.9%,994-793,55.6%,0-0,-,0,,,,,,,,,,,,W (3x)
1961,43,28,15,65.1%,59-38,60.8%,492-415,54.2%,0-0,-,0,,,,,,,,,,,,W (3x)
1960,53,39,14,73.6%,79-36,68.7%,604-422,58.9%,0-0,-,0,,,,,,,,,,,,W (4x)
1959,27,16,11,59.3%,33-22,60.0%,260-212,55.1%,0-0,-,0,,,,,,,,,,,,F (2x)
1958,21,13,8,61.9%,25-16,61.0%,191-163,54.0%,0-0,-,0,,,,,,,,,,,,W (2x)
1957,33,22,11,66.7%,47-29,61.8%,387-313,55.3%,0-0,-,0,,,,,,,,,,,,W (4x)
1956,8,3,5,37.5%,11-11,50.0%,103-104,49.8%,0-0,-,0,,,,,,,,,,,,F (Melbourne South Yarra)
1955,20,12,8,60.0%,26-19,57.8%,222-204,52.1%,0-0,-,0,,,,,,,,,,,,W (3x)
1954,3,2,1,66.7%,5-2,71.4%,39-23,62.9%,0-0,-,0,,,,,,,,,,,,F (St. Annes-on-Sea)
1953,15,8,7,53.3%,17-17,50.0%,149-146,50.5%,0-0,-,0,,,,,,,,,,,,W (St. Annes-on-Sea)
1952,3,1,2,33.3%,3-4,42.9%,24-33,42.1%,0-0,-,0,,,,,,,,,,,,W (Bude)
1951,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,,F (Craigside)
Career,650,415,235,63.8%,890-551,61.8%,7226-5838,55.3%,0-0,-,0,,,,,,,,,,,,
