Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1971,,,68,1546,,,64,1536,54,1530,,,,
1970,,,57,1595,,,54,1556,48,1573,,,,
1967,,,36,1708,33,1524,35,1630,23,1682,,,,
1966,,,32,1761,,,34,1679,18,1741,,,,
1965,,,24,1786,,,26,1685,14,1777,,,,
1964,,,36,1701,33,1506,27,1660,29,1653,,,,
1963,,,36,1692,30,1479,30,1658,30,1632,,,,
1962,,,25,1745,23,1531,23,1685,20,1696,,,,
1961,,,28,1716,,,36,1570,19,1701,,,,
1960,,,24,1761,,,26,1635,20,1697,,,,
1959,,,46,1564,,,54,1445,41,1509,,,,
1958,,,53,1574,,,51,1450,45,1519,,,,
1957,,,56,1572,,,56,1447,51,1494,,,,
1955,,,68,1456,,,59,1414,56,1404,,,,
1953,,,73,1328,,,68,1271,59,1310,,,,
