Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells R128,L vs Sierra,13,14,0.9,9.7%,10.4%,10,12,0.8,8.3%,10.0%,7.5%,0.8%,0.9,12.7%,14.2%
2026 Austin F,W vs Townsend,25,30,0.8,14.1%,16.9%,17,25,0.7,10.9%,16.0%,7.1%,3.2%,0.5,11.3%,21.5%
2025 Cincinnati R128,W vs Wang,25,17,1.5,21.9%,14.9%,23,13,1.8,23.0%,13.0%,19.0%,4.0%,0.5,7.9%,14.9%
2025 Rome SF,L vs Paolini,28,33,0.8,20.0%,23.6%,28,28,1.0,21.1%,21.1%,15.8%,5.3%,0.8,10.7%,12.9%
2025 Madrid R64,W vs Anisimova,21,33,0.6,10.7%,16.8%,15,27,0.6,8.8%,15.8%,5.3%,3.5%,0.6,16.3%,27.6%
2025 Miami R128,W vs Boulter,14,22,0.6,12.6%,19.8%,13,19,0.7,13.3%,19.4%,10.2%,3.1%,0.3,9.0%,28.8%
2025 Indian Wells R128,L vs Linette,19,28,0.7,11.0%,16.3%,18,26,0.7,11.1%,16.0%,8.6%,2.5%,0.9,14.0%,15.1%
2025 Dubai R16,L vs Andreeva,11,24,0.5,10.4%,22.6%,10,21,0.5,11.2%,23.6%,9.0%,1.1%,1.1,21.7%,19.8%
2025 Doha R32,L vs Rybakina,15,17,0.9,12.8%,14.5%,11,15,0.7,11.1%,15.2%,11.1%,0.0%,1.4,29.1%,20.5%
2024 US Open R32,L vs Vekic,18,28,0.6,14.9%,23.1%,14,25,0.6,13.3%,23.8%,12.4%,1.0%,1.3,17.4%,13.2%
2024 US Open R64,W vs Kasatkina,20,19,1.1,16.7%,15.8%,14,16,0.9,14.6%,16.7%,11.5%,3.1%,0.5,10.0%,20.8%
2024 US Open R128,W vs Tsurenko,26,39,0.7,18.1%,27.1%,18,36,0.5,14.2%,28.3%,11.8%,0.8%,0.2,3.5%,17.4%
2024 Toronto QF,L vs Pegula,13,24,0.5,9.4%,17.3%,12,24,0.5,9.3%,18.6%,8.5%,0.8%,1.0,12.9%,12.9%
2024 Wimbledon R128,L vs Saville,21,24,0.9,16.5%,18.9%,21,23,0.9,17.5%,19.2%,15.0%,1.7%,1.4,15.7%,11.0%
2024 Roland Garros R32,L vs Andreeva,24,26,0.9,22.0%,23.9%,24,24,1.0,23.3%,23.3%,17.5%,5.8%,1.8,18.3%,10.1%
2024 Roland Garros R128,W vs Ciric Bagaric,34,44,0.8,15.2%,19.7%,34,38,0.9,16.2%,18.1%,13.8%,1.9%,0.7,14.3%,21.5%
2024 Rabat F,W vs Sherif,14,19,0.7,14.4%,19.6%,14,19,0.7,14.7%,20.0%,9.5%,5.3%,0.3,10.3%,34.0%
2024 Madrid R128,L vs Maria,52,62,0.8,22.8%,27.2%,52,61,0.9,24.1%,28.2%,16.7%,7.4%,0.9,8.8%,10.1%
2024 Rouen R32,L vs Stephens,25,42,0.6,17.1%,28.8%,24,38,0.6,17.0%,27.0%,9.9%,7.1%,0.6,10.3%,18.5%
2024 Indian Wells R64,L vs Sabalenka,29,33,0.9,12.8%,14.6%,26,29,0.9,13.0%,14.5%,12.5%,0.5%,1.1,18.6%,17.7%
Career (33 matches),,773,967,0.8,15.9%,19.9%,699,871,0.8,15.8%,19.7%,12.1%,3.4%,0.8,13.4%,17.5%
