Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Indian Wells R128,L vs Sierra,89% (8/9),25% (2/8),0/2,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2026 Austin F,W vs Townsend,35% (9/26),67% (4/6),2/6,1/1,57% (4/7),3/3,0/0,78% (7/9),33% (3/9)
2025 Cincinnati R128,W vs Wang,40% (6/15),86% (6/7),2/3,1/1,20% (1/5),0/0,0/0,- (0/0),- (0/0)
2025 Rome SF,L vs Paolini,36% (4/11),29% (2/7),0/2,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2025 Madrid R64,W vs Anisimova,62% (8/13),39% (7/18),2/6,1/4,57% (8/14),1/2,0/0,- (0/0),- (0/0)
2025 Miami R128,W vs Boulter,75% (6/8),75% (6/8),2/2,1/1,25% (1/4),0/0,0/0,- (0/0),- (0/0)
2025 Indian Wells R128,L vs Linette,67% (10/15),75% (3/4),1/1,0/0,69% (9/13),0/2,0/1,- (0/0),- (0/0)
2025 Doha R32,L vs Rybakina,60% (3/5),60% (3/5),0/0,0/0,63% (10/16),4/6,4/5,- (0/0),- (0/0)
2024 US Open R32,L vs Vekic,54% (7/13),40% (2/5),0/0,0/0,43% (3/7),0/2,0/1,- (0/0),- (0/0)
2024 US Open R64,W vs Kasatkina,78% (7/9),83% (5/6),2/2,1/1,50% (3/6),0/0,0/0,60% (3/5),80% (4/5)
2024 US Open R128,W vs Tsurenko,44% (8/18),50% (5/10),2/3,1/2,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2024 Toronto QF,L vs Pegula,53% (8/15),25% (1/4),0/0,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2024 Wimbledon R128,L vs Saville,40% (4/10),50% (2/4),0/0,0/0,55% (6/11),4/6,3/4,- (0/0),- (0/0)
2024 Roland Garros R32,L vs Andreeva,33% (2/6),33% (1/3),0/0,0/0,45% (5/11),0/2,0/1,- (0/0),- (0/0)
2024 Rabat F,W vs Sherif,62% (8/13),100% (4/4),2/2,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2024 Madrid R128,L vs Maria,48% (10/21),44% (4/9),1/1,0/0,33% (3/9),4/6,0/1,67% (8/12),36% (4/11)
2024 Rouen R32,L vs Stephens,40% (6/15),57% (4/7),1/1,0/0,45% (5/11),1/3,1/2,- (0/0),- (0/0)
2024 Indian Wells R64,L vs Sabalenka,48% (10/21),40% (4/10),1/5,0/4,50% (6/12),3/5,3/4,75% (9/12),36% (4/11)
2023 US Open R16,L vs Vondrousova,58% (7/12),50% (4/8),1/1,0/0,42% (5/12),0/2,0/1,100% (5/5),40% (2/5)
2023 US Open R32,W vs Boulter,75% (9/12),25% (3/12),2/4,1/3,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2026 (2 matches),,48.6%,42.9%,25.0%,100.0%,36.4%,60.0%,0.0%,77.8%,33.3%
2025 (6 matches),,55.2%,55.1%,50.0%,50.0%,54.0%,41.7%,57.1%,-,-
2024 (10 matches),,49.6%,51.6%,64.3%,37.5%,52.9%,46.2%,50.0%,69.0%,44.4%
2023 (12 matches),,54.8%,49.5%,60.0%,54.5%,52.7%,46.2%,33.3%,76.9%,46.2%
2022 (1 matches),,71.4%,50.0%,33.3%,-,14.3%,33.3%,0.0%,-,-
Career (36 matches),,54.3%,52.0%,52.6%,53.3%,50.8%,44.9%,41.2%,67.2%,39.0%
