Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R128,L vs Sierra,0.0%,-,4.5%,83.3%,22.6%,46.7%,0.0%,27.3%,50.0%,0.0%,-,89,64
2026 Austin F,W vs Townsend,0.0%,-,4.0%,57.1%,11.5%,16.7%,0.0%,14.3%,25.0%,0.4%,0.0%,33,46
2025 Cincinnati R128,W vs Wang,0.0%,-,2.6%,66.7%,33.7%,37.5%,20.0%,16.7%,37.5%,0.7%,100.0%,163,108
2025 Rome SF,L vs Paolini,0.0%,-,5.0%,57.1%,19.8%,23.5%,80.0%,8.4%,20.0%,0.4%,100.0%,56,29
2025 Madrid R64,W vs Anisimova,0.0%,-,0.5%,100.0%,18.8%,5.0%,100.0%,9.6%,23.1%,0.5%,100.0%,24,51
2025 Miami R128,W vs Boulter,0.0%,-,1.8%,50.0%,25.0%,37.5%,0.0%,6.7%,40.0%,0.7%,0.0%,107,101
2025 Indian Wells R128,L vs Linette,0.0%,-,3.5%,66.7%,17.7%,21.3%,0.0%,8.6%,26.3%,0.3%,0.0%,-20,-1
2025 Dubai R16,L vs Andreeva,0.0%,-,4.7%,20.0%,15.7%,28.6%,0.0%,1.7%,14.3%,1.7%,0.0%,-19,-38
2025 Doha R32,L vs Rybakina,0.0%,-,1.7%,50.0%,24.1%,30.4%,0.0%,2.7%,0.0%,0.0%,-,13,-15
2024 Toronto QF,L vs Pegula,0.0%,-,3.6%,80.0%,20.0%,17.1%,37.5%,6.3%,0.0%,1.6%,33.3%,54,40
2024 Roland Garros R32,L vs Andreeva,0.0%,-,5.5%,83.3%,18.8%,0.0%,0.0%,9.7%,0.0%,5.4%,33.3%,38,11
2024 Roland Garros R128,W vs Ciric Bagaric,0.0%,-,5.4%,83.3%,22.4%,24.1%,20.0%,4.4%,25.0%,2.0%,14.3%,40,28
2024 Rabat F,W vs Sherif,0.0%,-,5.2%,80.0%,13.3%,11.9%,14.3%,7.0%,20.0%,2.2%,50.0%,18,-17
2024 Madrid R128,L vs Maria,0.0%,-,21.9%,70.0%,16.2%,14.8%,7.5%,11.7%,14.3%,2.0%,12.5%,151,86
2024 Rouen R32,L vs Stephens,0.0%,-,1.4%,0.0%,16.1%,16.7%,20.0%,15.0%,45.5%,3.9%,44.4%,100,95
2024 Indian Wells R64,L vs Sabalenka,0.0%,-,4.9%,63.6%,20.8%,32.6%,0.0%,1.5%,0.0%,0.3%,100.0%,14,6
2023 US Open R16,L vs Vondrousova,0.0%,-,8.2%,66.7%,17.0%,19.5%,25.0%,9.3%,0.0%,0.7%,0.0%,61,44
2023 Washington R16,L vs Pegula,0.0%,-,7.6%,44.4%,10.7%,4.8%,14.3%,1.6%,0.0%,0.5%,0.0%,-8,-2
2023 Wimbledon R128,L vs Vondrousova,0.0%,-,5.0%,71.4%,20.7%,41.7%,20.0%,9.2%,0.0%,1.9%,25.0%,108,45
2023 Roland Garros R32,L vs Kasatkina,0.0%,-,4.6%,75.0%,7.4%,10.0%,0.0%,4.9%,23.1%,0.0%,-,2,-41
Last 52 Weeks (5 matches),,0.0%,-,3.2%,66.7%,20.2%,24.8%,28.0%,13.3%,28.3%,0.4%,75.0%,64,55
Career (26 matches),,0.0%,-,5.7%,70.9%,18.2%,22.9%,14.9%,9.2%,22.3%,1.3%,27.8%,57,38
