Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Indian Wells R128,L vs Sierra,2.8,2.7,2.8,54.2%,32.1%,40.0%,-,59.4%,5.6%,11.0,13.9,8.0,15.7
2026 Austin F,W vs Townsend,3.3,3.3,3.4,51.3%,56.3%,52.0%,71.4%,68.6%,12.5%,9.0,6.0,5.5,8.7
2025 Cincinnati R128,W vs Wang,3.3,3.1,3.5,56.6%,47.8%,80.0%,80.0%,64.1%,13.5%,29.0,31.2,1.5,3.3
2025 Rome SF,L vs Paolini,4.4,4.2,4.6,43.0%,48.3%,44.4%,50.0%,49.4%,9.0%,14.5,11.5,0.0,0.0
2025 Madrid R64,W vs Anisimova,2.7,2.6,2.8,52.9%,47.6%,50.0%,50.0%,51.0%,5.0%,8.5,8.5,-1.5,-1.6
2025 Miami R128,W vs Boulter,3.0,3.1,2.9,58.7%,56.5%,60.0%,66.7%,58.8%,7.1%,15.5,20.7,3.0,5.9
2025 Indian Wells R128,L vs Linette,4.1,4.1,4.2,45.0%,53.8%,53.8%,45.0%,53.1%,10.9%,12.0,7.8,2.5,2.0
2025 Dubai R16,L vs Andreeva,4.1,4.3,3.9,47.5%,22.7%,35.7%,33.3%,52.2%,9.4%,2.0,2.4,-8.0,-10.4
2025 Doha R32,L vs Rybakina,3.1,3.2,3.0,41.9%,50.0%,40.0%,0.0%,54.5%,13.1%,12.0,16.7,-2.0,-3.8
2024 Toronto QF,L vs Pegula,3.5,3.6,3.3,46.0%,42.9%,44.4%,50.0%,68.4%,13.3%,12.5,9.9,-3.0,-5.8
2024 Roland Garros R32,L vs Andreeva,4.7,5.3,4.2,36.2%,44.8%,57.9%,35.7%,49.8%,13.5%,15.0,14.6,-3.0,-3.1
2024 Roland Garros R128,W vs Ciric Bagaric,3.9,4.3,3.3,51.2%,50.0%,64.0%,53.8%,60.9%,13.6%,34.5,17.0,1.5,1.3
2024 Rabat F,W vs Sherif,4.4,4.8,3.8,61.7%,60.0%,64.3%,50.0%,56.9%,7.7%,8.0,8.1,1.5,2.1
2024 Madrid R128,L vs Maria,4.4,4.8,3.9,39.4%,52.2%,65.7%,53.3%,76.0%,15.5%,19.5,6.5,-2.5,-3.2
2024 Rouen R32,L vs Stephens,3.7,3.8,3.5,52.5%,36.4%,52.6%,66.7%,51.7%,13.4%,3.0,2.6,1.5,1.6
2024 Indian Wells R64,L vs Sabalenka,3.5,3.8,3.1,46.0%,44.6%,66.7%,33.3%,62.3%,7.9%,26.0,14.2,-7.5,-7.5
2023 US Open R16,L vs Vondrousova,3.9,4.0,3.8,40.0%,53.7%,52.0%,50.0%,55.1%,5.1%,12.0,7.3,4.5,3.5
2023 Washington R16,L vs Pegula,4.4,4.0,4.8,48.2%,33.3%,54.5%,37.5%,55.7%,12.2%,-5.0,-4.2,-4.0,-4.7
2023 Wimbledon R128,L vs Vondrousova,3.8,4.3,3.2,40.2%,51.7%,43.5%,50.0%,51.4%,20.0%,12.0,11.7,0.0,0.0
2023 Roland Garros R32,L vs Kasatkina,5.0,5.6,4.0,37.5%,13.6%,33.3%,43.8%,47.3%,3.1%,0.0,0.0,-12.5,-13.2
Last 52 Weeks (5 matches),,3.3,3.2,3.3,51.8%,46.8%,52.0%,60.7%,57.8%,8.8%,14.4,13.1,2.7,3.6
Career (26 matches),,3.7,3.9,3.5,48.3%,47.9%,53.8%,49.6%,58.3%,10.5%,14.0,10.6,-0.2,-0.2
