Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R128,L vs Sierra,61.3%,50.0%,12.0%,6/3,2.47,7.9%,57.1%,50.0%,10.2%,2.59,15.8%,81.8%,50.0%,18.2%,2.34,0.0%
2026 Austin F,W vs Townsend,58.4%,57.8%,9.1%,1/6,2.46,11.9%,57.8%,46.2%,6.7%,2.51,20.0%,73.1%,73.7%,15.4%,2.38,0.0%
2025 Cincinnati R128,W vs Wang,57.4%,85.2%,8.5%,3/1,2.15,2.1%,56.3%,83.3%,6.3%,2.09,2.9%,90.0%,88.9%,20.0%,2.29,0.0%
2025 Rome SF,L vs Paolini,79.7%,50.9%,4.3%,2/1,2.53,3.4%,82.8%,47.9%,0.0%,2.30,6.1%,70.0%,71.4%,30.0%,2.81,0.0%
2025 Madrid R64,W vs Anisimova,67.7%,64.2%,18.2%,9/9,2.59,1.6%,73.7%,61.9%,17.5%,2.58,2.5%,73.5%,68.0%,23.5%,2.61,0.0%
2025 Miami R128,W vs Boulter,63.6%,80.0%,5.5%,1/2,2.39,21.1%,64.7%,72.7%,2.9%,2.36,36.8%,76.5%,92.3%,11.8%,2.42,5.3%
2025 Indian Wells R128,L vs Linette,67.4%,50.0%,3.5%,1/2,2.53,1.6%,72.2%,41.0%,3.7%,2.67,2.5%,63.3%,68.4%,3.3%,2.32,0.0%
2025 Dubai R16,L vs Andreeva,66.0%,36.4%,12.0%,2/4,2.40,11.4%,69.0%,30.0%,3.4%,2.60,18.2%,92.9%,46.2%,35.7%,2.20,4.5%
2025 Doha R32,L vs Rybakina,62.3%,48.5%,28.3%,8/7,2.75,1.9%,61.5%,31.3%,23.1%,2.76,3.0%,81.0%,64.7%,42.9%,2.74,0.0%
2024 Toronto QF,L vs Pegula,55.6%,45.7%,12.7%,4/4,2.42,5.5%,47.2%,58.8%,11.1%,2.37,6.8%,72.0%,33.3%,16.0%,2.62,0.0%
2024 Roland Garros R32,L vs Andreeva,70.9%,51.3%,7.3%,1/3,-,2.1%,66.7%,50.0%,5.6%,-,3.1%,88.2%,53.3%,11.8%,-,0.0%
2024 Roland Garros R128,W vs Ciric Bagaric,69.3%,65.7%,6.9%,4/3,2.47,5.1%,71.7%,65.1%,8.3%,2.33,7.6%,77.1%,66.7%,5.7%,2.77,0.0%
2024 Rabat F,W vs Sherif,85.7%,58.3%,2.4%,0/1,2.29,2.2%,83.9%,57.7%,3.2%,2.25,2.8%,100.0%,60.0%,0.0%,2.46,0.0%
2024 Madrid R128,L vs Maria,73.7%,52.4%,6.1%,6/1,2.61,31.6%,65.2%,37.2%,10.6%,2.71,34.2%,89.1%,68.3%,0.0%,2.28,22.7%
2024 Rouen R32,L vs Stephens,74.6%,60.0%,6.0%,1/3,2.41,9.5%,73.5%,63.9%,4.1%,2.47,15.0%,77.8%,50.0%,11.1%,2.30,0.0%
2024 Indian Wells R64,L vs Sabalenka,60.6%,47.0%,8.3%,6/3,2.65,4.5%,64.7%,36.4%,5.9%,2.61,7.0%,68.8%,68.2%,15.6%,2.71,0.0%
2023 US Open R16,L vs Vondrousova,67.4%,51.6%,6.3%,3/3,2.51,28.8%,67.6%,54.0%,6.8%,2.37,40.9%,87.5%,42.9%,6.3%,2.79,4.5%
2023 Washington R16,L vs Pegula,74.5%,51.2%,3.6%,1/1,2.54,14.9%,79.3%,34.8%,3.4%,2.73,19.4%,81.8%,72.2%,4.5%,2.19,6.3%
2023 Wimbledon R128,L vs Vondrousova,52.6%,53.3%,3.5%,0/2,2.36,41.2%,48.7%,57.9%,5.1%,2.20,63.6%,64.7%,45.5%,0.0%,2.65,0.0%
2023 Roland Garros R32,L vs Kasatkina,65.5%,26.3%,6.9%,0/2,2.76,5.7%,63.0%,23.5%,0.0%,2.80,7.3%,100.0%,50.0%,100.0%,2.63,0.0%
Last 52 Weeks (5 matches),,65.4%,59.6%,11.2%,51.2%,2.45,5.5%,67.2%,55.6%,8.3%,2.41,9.0%,76.5%,67.9%,20.6%,2.52,0.0%
Career (26 matches),,67.1%,55.7%,8.0%,51.6%,2.51,15.3%,67.2%,51.3%,7.0%,2.50,19.9%,79.1%,62.9%,11.3%,2.53,5.8%
