Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,25,12,13,48.0%,29-30,49.2%,282-283,49.9%,4-2,66.7%,25,66.9%,32.5%,6.2%,5.4%,60.3%,66.7%,45.6%,58.3%,42.2%,50.5%,1.01
Clay,14,9,5,64.3%,19-15,55.9%,160-158,50.3%,4-0,100.0%,14,63.3%,35.9%,2.9%,5.0%,62.9%,63.9%,41.0%,55.4%,44.9%,50.3%,1.01
Grass,3,1,2,33.3%,2-4,33.3%,25-31,44.6%,0-0,-,3,67.9%,21.4%,5.2%,5.2%,63.0%,61.7%,47.4%,56.4%,40.5%,48.8%,0.93
Grand Slams,7,3,4,42.9%,7-8,46.7%,64-71,47.4%,1-0,100.0%,7,66.7%,27.9%,8.4%,5.1%,55.9%,70.1%,42.1%,57.8%,40.9%,48.9%,0.97
Premiers,2,0,2,0.0%,0-4,0.0%,12-24,33.3%,0-0,-,2,29.4%,36.8%,3.1%,5.3%,62.6%,52.4%,26.5%,42.7%,44.3%,43.5%,0.77
Internationals,11,7,4,63.6%,15-12,55.6%,134-124,51.9%,2-1,66.7%,11,67.2%,36.2%,6.4%,6.7%,60.6%,65.9%,47.0%,58.4%,44.0%,51.3%,1.06
Finals,1,1,0,100.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,75.0%,33.3%,8.0%,5.0%,62.0%,66.1%,55.3%,62.0%,41.6%,53.1%,1.09
Semi-finals,2,1,1,50.0%,2-3,40.0%,21-24,46.7%,0-0,-,2,52.2%,40.9%,2.7%,10.0%,55.3%,63.9%,34.3%,50.7%,47.1%,48.9%,0.96
Quarter-finals,2,2,0,100.0%,4-2,66.7%,35-27,56.5%,1-0,100.0%,2,58.1%,53.3%,2.3%,7.5%,62.6%,59.7%,45.0%,54.2%,50.5%,52.5%,1.10
vs Righties,37,18,19,48.6%,42-46,47.7%,402-423,48.7%,7-1,87.5%,37,64.7%,31.9%,4.8%,5.3%,61.9%,65.0%,43.4%,56.8%,42.8%,49.9%,0.99
vs Lefties,4,3,1,75.0%,6-3,66.7%,52-42,55.3%,1-1,50.0%,4,69.6%,41.3%,6.3%,5.7%,58.2%,65.6%,49.3%,58.8%,45.5%,52.3%,1.10
vs Top 10,4,1,3,25.0%,2-7,22.2%,32-51,38.6%,1-0,100.0%,4,51.2%,24.4%,1.5%,4.4%,58.8%,60.0%,39.3%,51.5%,41.9%,46.5%,0.86
