Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,6,2,4,33.3%,5-9,35.7%,58-71,45.0%,0-2,0.0%,6,52.4%,39.1%,2.7%,2.7%,64.8%,55.4%,39.5%,49.8%,44.0%,47.0%,0.88,R16 (W50 Buenos Aires +H)
2025,31,11,20,35.5%,28-43,39.4%,316-376,45.7%,9-4,69.2%,30,57.8%,34.4%,2.3%,2.8%,65.6%,58.3%,44.8%,53.7%,43.0%,48.3%,0.93,F (W35 Santa Margherita di Pula)
2024,61,37,24,60.7%,83-57,59.3%,682-600,53.2%,9-6,60.0%,1,50.0%,14.3%,3.7%,4.9%,71.6%,62.1%,21.7%,50.6%,32.3%,40.8%,0.65,W (2x)
2023,34,18,16,52.9%,42-35,54.5%,362-319,53.2%,3-3,50.0%,0,,,,,,,,,,,,W (W25 Santa Margherita di Pula)
2022,20,4,16,20.0%,13-36,26.5%,192-274,41.2%,4-2,66.7%,0,,,,,,,,,,,,QF (W25 Denain)
2021,25,13,12,52.0%,29-28,50.9%,272-265,50.7%,1-3,25.0%,0,,,,,,,,,,,,F (W15 Le Havre)
2020,17,8,9,47.1%,18-18,50.0%,165-179,48.0%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2019,35,16,19,45.7%,34-40,45.9%,352-365,49.1%,5-5,50.0%,0,,,,,,,,,,,,SF (W15 Antalya)
2018,32,19,13,59.4%,39-32,54.9%,337-322,51.1%,7-1,87.5%,0,,,,,,,,,,,,W (Hammamet $15K)
2017,45,24,21,53.3%,54-49,52.4%,471-450,51.1%,2-3,40.0%,0,,,,,,,,,,,,W (Hammamet 15K)
2016,46,30,16,65.2%,64-40,61.5%,531-434,55.0%,6-5,54.5%,0,,,,,,,,,,,,W (Prokuplje $10K)
2015,15,6,9,40.0%,14-21,40.0%,155-164,48.6%,1-5,16.7%,0,,,,,,,,,,,,SF (Heraklion $10K)
2014,3,1,2,33.3%,3-4,42.9%,34-36,48.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (Le Havre 10K)
Career,370,189,181,51.1%,426-412,50.8%,3927-3855,50.5%,51-39,56.7%,37,56.7%,34.4%,2.4%,2.9%,65.6%,58.0%,43.3%,52.9%,42.8%,47.9%,0.91,
