Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
1999,,,15,2030,19,1930,10,1991,5,2009,,,,
1998,3,3734,5,2254,6,2132,4,2133,2,2133,,,,
1997,2,3711,4,2267,5,2140,3,2136,2,2096,,,,
1996,5,3087,4,2245,4,2136,4,2113,2,2060,,,,
1995,11,125,7,2150,7,2069,9,2010,4,2014,,,,
1994,4,164,3,2217,3,2106,5,2058,3,2037,,,,
1993,6,145,7,2165,8,2036,10,2029,5,2008,,,,
1992,10,78,8,2160,8,2031,9,2026,8,1961,,,,
1991,7,108,8,2158,7,2062,8,2057,8,1969,,,,
1990,13,77,11,2114,12,2000,9,2023,7,1960,,,,
1989,11,72,11,2059,10,1934,10,1968,11,1877,,,,
1988,35,25,33,1862,27,1774,39,1748,23,1776,,,,
1987,47,17,27,1891,30,1768,27,1803,40,1698,,,,
1986,171,2,89,1712,114,1562,85,1630,73,1612,,,,
