Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1999,41,26,15,63.4%,52-33,61.2%,408-353,53.6%,3-3,50.0%,0,,,,,,,,,,,,W (Hanover)
1998,67,51,16,76.1%,104-40,72.2%,759-541,58.4%,11-3,78.6%,0,,,,,,,,,,,,W (4x)
1997,69,54,15,78.3%,114-42,73.1%,828-566,59.4%,5-7,41.7%,0,,,,,,,,,,,,W (4x)
1996,66,53,13,80.3%,103-38,73.0%,761-506,60.1%,7-4,63.6%,0,,,,,,,,,,,,W (4x)
1995,47,34,13,72.3%,72-32,69.2%,536-402,57.1%,2-5,28.6%,0,,,,,,,,,,,,W (Linz)
1994,54,43,11,79.6%,89-27,76.7%,619-392,61.2%,0-3,0.0%,0,,,,,,,,,,,,W (3x)
1993,64,47,17,73.4%,100-36,73.5%,718-462,60.8%,3-9,25.0%,0,,,,,,,,,,,,W (2x)
1992,57,38,19,66.7%,78-39,66.7%,585-442,57.0%,4-6,40.0%,0,,,,,,,,,,,,F (3x)
1991,63,47,16,74.6%,96-36,72.7%,704-483,59.3%,8-9,47.1%,0,,,,,,,,,,,,W (2x)
1990,59,43,16,72.9%,94-33,74.0%,690-436,61.3%,2-10,16.7%,0,,,,,,,,,,,,W (Albuquerque)
1989,66,48,18,72.7%,96-37,72.2%,674-460,59.4%,9-3,75.0%,0,,,,,,,,,,,,W (Strasbourg)
1988,43,24,19,55.8%,44-36,55.0%,362-333,52.1%,9-9,50.0%,0,,,,,,,,,,,,W (Adelaide)
1987,38,21,17,55.3%,41-37,52.6%,355-336,51.4%,7-4,63.6%,0,,,,,,,,,,,,SF (Charleston)
1986,4,0,4,0.0%,2-7,22.2%,25-48,34.2%,0-1,0.0%,0,,,,,,,,,,,,R16 (Marco Island)
Career,738,529,209,71.7%,1085-473,69.6%,8024-5760,58.2%,70-76,47.9%,0,,,,,,,,,,,,
