Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1999 Hanover F,W vs Williams,6.0%,75.0%,20.6%,69.2%,5.8%,4.8%,0.0%,50.0%,0.0%,0.0%,-,-88,-96
1998 US Open SF,L vs Hingis,1.2%,0.0%,30.9%,56.0%,8.7%,9.7%,0.0%,0.0%,0.0%,2.2%,10.0%,-27,-35
1998 New Haven F,L vs Graf,18.8%,44.4%,22.1%,47.8%,4.0%,9.1%,0.0%,0.0%,0.0%,0.6%,0.0%,-60,-26
1998 Wimbledon F,W vs Tauziat,37.5%,62.5%,32.6%,68.9%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,-,68,15
1998 Wimbledon SF,W vs Hingis,13.1%,62.5%,40.8%,65.5%,15.9%,38.1%,0.0%,66.7%,50.0%,1.1%,0.0%,-3,-7
1998 Hamburg F,L vs Hingis,3.7%,100.0%,23.3%,61.8%,7.6%,13.6%,0.0%,0.0%,0.0%,2.1%,12.5%,-40,-49
1997 WTA Tour Championships F,W vs Pierce,15.2%,73.3%,19.9%,68.4%,21.8%,23.3%,0.0%,0.0%,0.0%,0.4%,0.0%,28,69
1997 Wimbledon F,L vs Hingis,73.6%,52.2%,62.7%,55.2%,13.2%,0.0%,0.0%,0.0%,0.0%,2.2%,0.0%,-35,-43
1997 Wimbledon SF,W vs Sanchez Vicario,50.0%,59.1%,43.7%,65.8%,16.7%,0.0%,0.0%,0.0%,0.0%,0.0%,-,69,-28
1995 US Open QF,L vs Seles,1.3%,0.0%,19.9%,42.9%,6.9%,18.8%,5.0%,0.0%,0.0%,2.2%,0.0%,-71,-48
1995 Wimbledon SF,L vs Graf,34.1%,64.3%,30.3%,63.9%,12.0%,24.0%,25.0%,50.0%,100.0%,0.6%,0.0%,-22,-42
1994 US Open SF,L vs Graf,11.9%,50.0%,28.3%,58.1%,6.9%,14.6%,0.0%,50.0%,0.0%,0.6%,50.0%,-43,-31
1993 Leipzig F,L vs Graf,27.3%,22.2%,21.1%,43.8%,0.0%,0.0%,0.0%,12.5%,0.0%,0.0%,-,80,66
1993 Wimbledon F,L vs Graf,50.0%,58.8%,38.5%,61.3%,11.4%,15.4%,0.0%,0.0%,0.0%,0.0%,-,67,50
1993 Wimbledon SF,W vs Navratilova,88.7%,70.2%,43.7%,72.6%,46.2%,50.0%,0.0%,40.0%,0.0%,0.0%,-,155,148
1993 Roland Garros QF,L vs Sanchez Vicario,10.9%,85.7%,27.5%,55.6%,1.7%,5.0%,0.0%,0.0%,0.0%,2.1%,14.3%,-65,-52
1992 Brighton F,L vs Graf,22.8%,65.2%,40.9%,60.0%,6.5%,6.5%,16.7%,25.0%,100.0%,0.3%,100.0%,-38,-19
1991 Leipzig F,L vs Graf,52.2%,58.3%,33.7%,51.5%,4.2%,0.0%,0.0%,50.0%,100.0%,0.9%,0.0%,-105,-58
1991 Australian Open F,L vs Seles,3.8%,25.0%,23.8%,60.5%,8.5%,17.1%,0.0%,0.0%,0.0%,3.2%,46.2%,21,14
1990 Roland Garros SF,L vs Graf,2.1%,100.0%,17.8%,57.9%,11.1%,15.8%,12.5%,0.0%,0.0%,1.5%,0.0%,-71,-71
Career (22 matches),,24.9%,59.9%,31.3%,61.1%,9.3%,14.3%,4.9%,22.1%,50.0%,1.3%,17.6%,-17,-17
