Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1999 Hanover F,W vs Williams,5.0,5.6,4.4,51.0%,47.6%,60.0%,60.0%,55.7%,93.5%,3.0,2.8,2.0,50.0
1998 US Open SF,L vs Hingis,6.3,6.1,6.5,35.1%,47.8%,42.9%,64.5%,36.4%,95.4%,1.5,1.1,-1.0,-16.7
1998 New Haven F,L vs Graf,4.4,3.9,4.9,40.4%,37.5%,10.0%,61.5%,42.6%,90.1%,-11.0,-20.0,-0.5,-16.7
1998 Wimbledon F,W vs Tauziat,2.7,2.7,2.7,51.1%,66.7%,20.0%,50.0%,45.8%,84.6%,2.0,6.3,-2.0,-66.7
1998 Wimbledon SF,W vs Hingis,4.8,4.7,4.8,52.2%,54.1%,47.6%,60.0%,37.8%,96.4%,8.5,11.2,2.5,83.3
1998 Hamburg F,L vs Hingis,5.8,4.7,6.5,47.3%,44.2%,53.8%,31.8%,38.0%,98.7%,-3.0,-2.5,-0.5,-50.0
1997 WTA Tour Championships F,W vs Pierce,3.5,3.2,3.8,58.5%,50.0%,56.0%,37.5%,49.3%,93.9%,11.0,12.4,0.0,0.0
1997 Wimbledon F,L vs Hingis,3.7,3.3,4.2,48.0%,50.8%,33.3%,87.5%,46.7%,93.9%,3.5,7.4,0.0,0.0
1997 Wimbledon SF,W vs Sanchez Vicario,2.5,1.9,3.1,57.6%,58.8%,100.0%,50.0%,31.0%,89.7%,0.5,8.3,-0.5,-50.0
1995 US Open QF,L vs Seles,4.7,4.9,4.5,46.4%,39.4%,21.1%,65.0%,56.8%,96.6%,-4.5,-3.1,0.0,0.0
1995 Wimbledon SF,L vs Graf,4.3,3.9,4.6,48.5%,47.3%,44.8%,50.0%,49.1%,93.3%,9.5,8.8,1.5,37.5
1994 US Open SF,L vs Graf,5.1,4.4,5.7,45.7%,70.3%,12.0%,40.0%,58.4%,95.5%,-4.0,-2.6,1.0,50.0
1993 Leipzig F,L vs Graf,3.3,3.3,3.2,34.6%,25.0%,42.9%,0.0%,46.2%,81.6%,-7.5,-22.1,-3.5,-43.8
1993 Wimbledon F,L vs Graf,3.0,2.6,3.5,49.3%,56.3%,63.6%,28.6%,45.0%,89.5%,1.0,1.6,-2.0,-66.7
1993 Wimbledon SF,W vs Navratilova,2.6,2.0,2.9,51.0%,67.6%,50.0%,-,40.2%,81.0%,8.5,31.5,0.5,8.3
1993 Roland Garros QF,L vs Sanchez Vicario,6.0,5.6,6.5,51.9%,34.5%,30.4%,44.4%,42.9%,99.0%,-9.5,-7.5,-1.0,-100.0
1992 Brighton F,L vs Graf,4.8,4.3,5.2,50.5%,53.6%,40.6%,44.4%,61.3%,96.1%,-1.0,-0.5,-1.0,-25.0
1991 Leipzig F,L vs Graf,3.5,3.6,3.5,41.7%,45.8%,25.0%,0.0%,40.0%,95.5%,-4.5,-12.2,1.0,50.0
1991 Australian Open F,L vs Seles,5.4,4.9,6.0,46.6%,39.6%,44.1%,53.8%,45.7%,98.7%,-3.0,-1.8,-1.0,-100.0
1990 Roland Garros SF,L vs Graf,4.6,5.7,3.7,46.0%,29.0%,52.9%,22.2%,51.0%,92.7%,5.0,6.3,0.0,0.0
Career (22 matches),,4.4,4.1,4.6,48.0%,50.1%,43.1%,51.9%,47.5%,94.5%,0.9,1.0,-0.1,-2.2
