Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
1999 Hanover F,W vs Williams,79.7%,55.3%,3.4%,1/1,2.13,1.8%,74.3%,57.7%,0.0%,2.11,2.4%,95.5%,52.4%,9.1%,2.19,0.0%
1998 US Open SF,L vs Hingis,87.3%,50.7%,0.0%,0/0,2.02,0.0%,94.6%,52.8%,0.0%,2.00,0.0%,76.2%,43.8%,0.0%,2.06,0.0%
1998 New Haven F,L vs Graf,73.6%,43.6%,11.3%,4/2,1.76,40.0%,75.0%,43.3%,7.5%,1.78,54.2%,75.0%,44.4%,25.0%,1.73,9.1%
1998 Wimbledon F,W vs Tauziat,59.5%,52.3%,4.1%,2/1,1.62,17.1%,80.6%,40.0%,6.5%,1.53,19.2%,86.4%,68.4%,4.5%,1.89,11.1%
1998 Wimbledon SF,W vs Hingis,82.7%,56.7%,3.7%,2/1,2.53,0.0%,84.2%,50.0%,0.0%,2.34,0.0%,82.6%,73.7%,13.0%,2.79,0.0%
1998 Hamburg F,L vs Hingis,81.3%,44.6%,1.1%,1/0,2.67,4.3%,85.2%,45.7%,0.0%,2.75,6.7%,93.3%,42.9%,3.3%,2.54,0.0%
1997 WTA Tour Championships F,W vs Pierce,70.5%,47.3%,6.4%,1/4,2.33,17.6%,69.2%,41.7%,1.9%,2.32,22.2%,76.0%,57.9%,16.0%,2.36,8.7%
1997 Wimbledon F,L vs Hingis,79.1%,55.6%,15.4%,5/9,1.71,5.4%,75.9%,54.5%,12.1%,1.67,10.3%,93.3%,57.1%,23.3%,1.75,0.0%
1997 Wimbledon SF,W vs Sanchez Vicario,52.4%,72.7%,11.9%,3/2,2.09,17.6%,100.0%,66.7%,33.3%,2.14,23.1%,100.0%,76.9%,15.4%,1.93,0.0%
1995 US Open QF,L vs Seles,73.3%,40.9%,10.0%,6/0,2.37,1.6%,75.0%,33.3%,5.6%,2.41,2.0%,85.0%,52.9%,20.0%,2.20,0.0%
1995 Wimbledon SF,L vs Graf,79.7%,47.9%,10.2%,3/9,2.22,44.1%,84.8%,49.3%,13.9%,2.19,48.2%,90.0%,44.4%,3.3%,2.32,25.0%
1994 US Open SF,L vs Graf,81.0%,44.1%,6.0%,4/1,2.48,40.0%,87.7%,46.0%,1.8%,2.40,53.3%,78.3%,38.9%,17.4%,2.60,20.0%
1993 Leipzig F,L vs Graf,80.0%,28.1%,10.0%,1/3,1.97,29.6%,80.0%,20.0%,12.0%,1.95,30.8%,92.3%,41.7%,7.7%,1.98,28.6%
1993 Wimbledon F,L vs Graf,67.0%,56.5%,12.6%,8/5,1.70,41.9%,72.5%,52.0%,5.8%,1.38,60.7%,82.6%,68.4%,39.1%,1.96,26.5%
1993 Wimbledon SF,W vs Navratilova,72.6%,57.4%,10.7%,6/3,1.76,17.2%,76.8%,48.8%,1.8%,1.69,15.4%,90.0%,77.8%,40.0%,1.81,18.8%
1993 Roland Garros QF,L vs Sanchez Vicario,83.6%,42.9%,1.5%,0/1,2.40,2.0%,88.5%,41.3%,0.0%,2.25,4.5%,90.9%,50.0%,9.1%,2.52,0.0%
1992 Brighton F,L vs Graf,82.5%,47.9%,3.5%,2/2,2.08,59.2%,82.2%,51.7%,2.7%,2.08,66.7%,87.2%,41.2%,5.1%,2.08,46.4%
1991 Leipzig F,L vs Graf,67.3%,30.3%,8.2%,0/4,1.75,54.3%,73.3%,31.8%,6.7%,1.31,93.8%,68.8%,27.3%,12.5%,2.11,21.1%
1991 Australian Open F,L vs Seles,86.8%,37.9%,6.6%,1/4,2.48,1.2%,89.3%,36.0%,5.4%,2.42,1.7%,94.1%,43.8%,11.8%,2.63,0.0%
1990 Roland Garros SF,L vs Graf,70.0%,42.9%,3.3%,2/0,2.60,56.8%,75.7%,25.0%,2.7%,2.62,64.5%,77.8%,78.6%,5.6%,2.52,16.7%
Career (22 matches),,75.8%,48.4%,7.0%,51.3%,2.17,23.9%,80.1%,45.6%,5.0%,2.14,29.3%,85.8%,54.3%,13.3%,2.23,14.1%
