Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,271,192,79,70.8%,390-180,68.4%,2937-2124,58.0%,26-29,47.3%,0,,,,,,,,,,,
Clay,190,129,61,67.9%,271-137,66.4%,2046-1563,56.7%,15-17,46.9%,0,,,,,,,,,,,
Grass,96,76,20,79.2%,151-48,75.9%,1075-704,60.4%,10-10,50.0%,0,,,,,,,,,,,
Carpet,177,129,48,72.9%,266-106,71.5%,1912-1333,58.9%,18-20,47.4%,0,,,,,,,,,,,
Grand Slams,198,149,49,75.3%,312-120,72.2%,2320-1617,58.9%,14-21,40.0%,0,,,,,,,,,,,
Finals,40,24,16,60.0%,54-26,67.5%,409-317,56.3%,3-10,23.1%,0,,,,,,,,,,,
Semi-finals,79,40,39,50.6%,92-79,53.8%,800-770,51.0%,7-10,41.2%,0,,,,,,,,,,,
Quarter-finals,134,80,54,59.7%,165-112,59.6%,1314-1128,53.8%,14-20,41.2%,0,,,,,,,,,,,
vs Righties,520,354,166,68.1%,726-366,66.5%,5537-4224,56.7%,49-59,45.4%,0,,,,,,,,,,,
vs Lefties,52,36,16,69.2%,79-40,66.4%,597-470,56.0%,6-3,66.7%,0,,,,,,,,,,,
vs Top 10,155,60,95,38.7%,149-183,44.9%,1436-1609,47.2%,13-23,36.1%,0,,,,,,,,,,,
