Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
1999 Hanover F,W vs Williams,18,16,1.1,14.3%,12.7%,18,12,1.5,15.4%,10.3%,8.5%,6.8%,0.8,22.2%,27.8%
1998 US Open SF,L vs Hingis,24,47,0.5,15.2%,29.7%,24,45,0.5,15.5%,29.0%,11.0%,4.5%,0.9,14.6%,15.8%
1998 New Haven F,L vs Graf,14,23,0.6,13.5%,22.1%,11,20,0.6,11.5%,20.8%,6.3%,5.2%,1.3,21.2%,16.3%
1998 Wimbledon F,W vs Tauziat,21,15,1.4,30.9%,22.1%,21,12,1.8,33.9%,19.4%,22.6%,11.3%,0.8,23.5%,27.9%
1998 Wimbledon SF,W vs Hingis,21,24,0.9,14.8%,16.9%,21,24,0.9,15.3%,17.5%,8.8%,6.6%,1.2,19.7%,16.9%
1998 Hamburg F,L vs Hingis,16,32,0.5,11.8%,23.5%,15,29,0.5,11.5%,22.3%,6.2%,5.4%,1.1,14.7%,14.0%
1997 WTA Tour Championships F,W vs Pierce,38,18,2.1,19.9%,9.4%,24,13,1.8,14.3%,7.7%,9.5%,4.2%,2.1,17.3%,8.4%
1997 Wimbledon F,L vs Hingis,31,13,2.4,17.9%,7.5%,28,9,3.1,17.2%,5.5%,11.7%,5.5%,1.5,23.7%,15.6%
1997 Wimbledon SF,W vs Sanchez Vicario,17,1,17.0,242.9%,14.3%,16,1,16.0,266.7%,16.7%,183.3%,50.0%,5.0,142.9%,28.6%
1995 US Open QF,L vs Seles,10,30,0.3,7.1%,21.3%,7,27,0.3,5.4%,20.8%,5.4%,0.0%,0.8,17.0%,21.3%
1995 Wimbledon SF,L vs Graf,36,23,1.6,19.5%,12.4%,35,21,1.7,20.0%,12.0%,14.3%,5.7%,1.3,20.0%,15.1%
1994 US Open SF,L vs Graf,17,31,0.5,11.3%,20.7%,16,26,0.6,11.4%,18.6%,5.7%,5.7%,1.0,15.3%,15.3%
1993 Leipzig F,L vs Graf,6,24,0.3,7.9%,31.6%,3,23,0.1,4.4%,33.8%,2.9%,1.5%,1.4,23.7%,17.1%
1993 Wimbledon F,L vs Graf,36,32,1.1,20.3%,18.1%,33,25,1.3,20.9%,15.8%,13.9%,7.0%,0.9,18.1%,19.2%
1993 Wimbledon SF,W vs Navratilova,30,14,2.1,23.8%,11.1%,25,11,2.3,22.1%,9.7%,12.4%,9.7%,1.7,20.6%,11.9%
1993 Roland Garros QF,L vs Sanchez Vicario,12,33,0.4,9.4%,26.0%,12,29,0.4,10.0%,24.2%,7.5%,2.5%,1.2,17.3%,14.2%
1992 Brighton F,L vs Graf,28,44,0.6,12.7%,20.0%,23,39,0.6,11.2%,18.9%,8.3%,2.9%,0.8,15.5%,19.1%
1991 Leipzig F,L vs Graf,10,15,0.7,10.2%,15.3%,7,12,0.6,8.1%,14.0%,5.8%,2.3%,1.3,27.6%,21.4%
1991 Australian Open F,L vs Seles,26,51,0.5,14.4%,28.2%,25,47,0.5,14.5%,27.2%,11.0%,3.5%,1.2,12.7%,10.5%
1990 Roland Garros SF,L vs Graf,12,16,0.8,11.2%,15.0%,12,15,0.8,12.5%,15.6%,12.5%,0.0%,1.5,23.4%,15.9%
Career (22 matches),,463,534,0.9,15.9%,18.3%,416,471,0.9,15.4%,17.4%,10.4%,4.8%,1.1,18.6%,16.4%
