Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,16,9,7,56.3%,9,5,4,55.6%,2014,2025,R64,16,1.04,7.0%,3.2%,60.5%,70.9%,54.0%,64.2%,37.1%,62.2%,42.2%
Roland Garros,8,Clay,15,7,8,46.7%,6,3,3,50.0%,2014,2024,R64,15,1.10,8.2%,2.9%,59.2%,71.7%,52.2%,63.8%,39.9%,57.9%,34.0%
Wimbledon,6,Grass,17,11,6,64.7%,12,6,6,50.0%,2015,2024,R128,14,1.08,10.9%,3.5%,59.8%,76.3%,52.0%,66.5%,36.1%,60.2%,44.8%
US Open,6,Hard,15,9,6,60.0%,9,4,5,44.4%,2015,2024,R128,13,1.14,11.3%,3.3%,55.3%,76.9%,51.8%,65.7%,39.2%,55.8%,48.4%
Montpellier,2,Hard,6,4,2,66.7%,1,1,0,100.0%,2015,2020,R32,6,1.09,6.5%,1.6%,59.4%,72.6%,53.3%,64.8%,38.5%,60.0%,41.0%
