Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,5,1,4,20.0%,8-11,42.1%,84-98,46.2%,1-1,50.0%,5,72.2%,19.8%,9.8%,2.9%,59.1%,70.5%,47.5%,61.1%,34.3%,48.3%,0.88
Clay,4,1,3,25.0%,6-7,46.2%,59-64,48.0%,1-0,100.0%,4,82.0%,13.1%,6.2%,3.4%,51.4%,74.9%,52.7%,64.1%,35.2%,49.6%,0.98
Grass,2,0,2,0.0%,2-6,25.0%,41-50,45.1%,1-2,33.3%,2,90.9%,2.1%,10.8%,3.4%,66.0%,74.0%,62.6%,70.1%,23.9%,47.2%,0.80
Grand Slams,8,2,6,25.0%,14-18,43.8%,153-169,47.5%,3-3,50.0%,8,81.0%,14.2%,9.2%,3.2%,59.5%,72.3%,53.2%,64.5%,31.6%,48.7%,0.89
Other Tours,3,0,3,0.0%,2-6,25.0%,31-43,41.9%,0-0,-,3,73.0%,10.8%,7.5%,2.6%,52.2%,73.9%,47.7%,61.4%,35.0%,47.4%,0.91
Best of 5,8,2,6,25.0%,14-18,43.8%,153-169,47.5%,3-3,50.0%,8,81.0%,14.2%,9.2%,3.2%,59.5%,72.3%,53.2%,64.5%,31.6%,48.7%,0.89
Best of 3,3,0,3,0.0%,2-6,25.0%,31-43,41.9%,0-0,-,3,73.0%,10.8%,7.5%,2.6%,52.2%,73.9%,47.7%,61.4%,35.0%,47.4%,0.91
vs Righties,10,2,8,20.0%,14-21,40.0%,162-186,46.6%,3-3,50.0%,10,80.1%,13.1%,8.1%,2.7%,58.2%,71.4%,52.9%,63.7%,32.5%,48.4%,0.90
vs Lefties,1,0,1,0.0%,2-3,40.0%,22-26,45.8%,0-0,-,1,75.0%,16.7%,15.1%,6.5%,58.3%,81.5%,44.8%,66.2%,30.4%,49.2%,0.90
vs Top 10,1,0,1,0.0%,1-3,25.0%,10-24,29.4%,1-0,100.0%,1,56.3%,0.0%,5.0%,1.4%,65.7%,57.6%,41.7%,52.1%,26.4%,41.1%,0.55
