Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,13,5,8,38.5%,13-15,46.4%,126-137,47.9%,1-1,50.0%,13,75.6%,19.7%,7.3%,2.9%,53.7%,72.5%,48.9%,61.5%,36.3%,48.9%,0.94,QF (Royan)
2024,44,28,16,63.6%,60-45,57.1%,539-495,52.1%,11-9,55.0%,44,78.7%,26.0%,9.8%,4.9%,56.1%,76.0%,47.9%,63.6%,39.4%,51.3%,1.08,W (Florianopolis)
2023,28,13,15,46.4%,27-35,43.5%,289-317,47.7%,2-7,22.2%,28,73.2%,24.3%,8.0%,4.4%,55.3%,71.6%,48.5%,61.3%,37.8%,49.3%,0.98,SF (2x)
2022,50,27,23,54.0%,59-55,51.8%,590-547,51.9%,6-14,30.0%,50,74.8%,30.2%,7.9%,4.3%,53.9%,72.1%,47.7%,60.9%,41.0%,50.9%,1.05,F (Bendigo)
2021,34,17,17,50.0%,35-43,44.9%,364-385,48.6%,8-6,57.1%,34,71.5%,24.6%,8.1%,4.0%,51.9%,71.1%,47.5%,59.8%,38.8%,49.5%,0.97,W (Las Palmas 1)
2020,15,6,9,40.0%,13-18,41.9%,139-157,47.0%,2-2,50.0%,14,76.3%,17.7%,8.1%,4.0%,53.2%,74.3%,48.3%,62.1%,37.1%,49.6%,0.98,
2019,50,28,22,56.0%,65-52,55.6%,581-533,52.2%,6-11,35.3%,50,76.5%,28.3%,8.2%,4.6%,54.6%,72.9%,50.4%,62.7%,40.9%,51.5%,1.10,F (Gatineau)
2018,18,11,7,61.1%,22-17,56.4%,193-177,52.2%,1-3,25.0%,17,78.7%,23.8%,12.0%,6.0%,51.2%,78.9%,47.4%,63.5%,38.4%,50.6%,1.05,W (Cassis)
2017,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,70.0%,10.0%,6.1%,0.0%,62.1%,70.7%,32.0%,56.1%,34.8%,45.5%,0.79,R32 (Saint Brieuc)
2015,18,5,13,27.8%,14-27,34.1%,160-213,42.9%,1-0,100.0%,18,65.4%,20.7%,5.1%,3.9%,59.6%,66.5%,46.9%,58.6%,36.4%,47.5%,0.88,SF (Cherbourg)
2014,11,6,5,54.5%,15-11,57.7%,140-128,52.2%,3-4,42.9%,11,76.3%,27.8%,5.9%,2.0%,58.5%,66.4%,54.8%,61.6%,40.3%,50.8%,1.05,SF (Rennes)
2013,3,1,2,33.3%,2-5,28.6%,27-39,40.9%,0-0,-,3,63.6%,18.2%,3.0%,5.6%,64.1%,64.0%,38.1%,54.7%,36.8%,46.3%,0.81,R16 (St. Remy)
Career,285,147,138,51.6%,325-325,50.0%,3156-3140,50.1%,41-57,41.8%,283,74.9%,25.7%,8.2%,4.3%,54.7%,72.5%,48.4%,61.6%,39.3%,50.3%,1.02,
